ID;Artikel;NA;Bruttobetrag;Nettobetrag;Verkaufte Stücke;Gewicht verkauft;Durchschnittlicher Preis;Referenzbetrag;Ref %;Tot %Umsatz;source;year
30;A10001;Favorite;3'615.00;3'615.00;433;0;8.35;3'615.00;100;41.64;KW2.xlsx;2017
31;A10002;Green;2'504.00;2'504.00;310;0;8.08;2'504.00;100;28.84;KW2.xlsx;2017
32;A100039;Portion Pommes;11;11;2;0;5.5;11;100;0.13;KW2.xlsx;2017
33;A10004;Brot Stück;0.9;0.9;3;0;0.3;0.9;100;0.01;KW2.xlsx;2017
34;A10005;Menu Suppe;47.5;47.5;29;0;1.64;47.5;100;0.55;KW2.xlsx;2017
35;A10006;Menu Salat;53.5;53.5;33;0;1.62;53.5;100;0.62;KW2.xlsx;2017
36;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0.01;KW2.xlsx;2017
37;A10014;Kitchen 4;1'027.00;1'027.00;79;0;13;1'027.00;100;11.83;KW2.xlsx;2017
38;A10040;Garden;1'102.30;1'102.30;143;47.45;23.23;1'102.30;100;12.7;KW2.xlsx;2017
39;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.05;KW2.xlsx;2017
40;A10072;Schichtjoghurt;3.5;3.5;1;0;3.5;3.5;100;0.04;KW2.xlsx;2017
41;A10101;Ragusa-Gipfel ;8.2;8.2;3;0;2.73;8.2;100;0.09;KW2.xlsx;2017
42;A10108;Laugenbrezel mit Butter;2.2;2.2;1;0;2.2;2.2;100;0.03;KW2.xlsx;2017
43;A10121;Mandelschnecke ;5.3;5.3;2;0;2.65;5.3;100;0.06;KW2.xlsx;2017
44;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.03;KW2.xlsx;2017
45;A10126;Apfel im Schlafrock;7.2;7.2;3;0;2.4;7.2;100;0.08;KW2.xlsx;2017
46;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.03;KW2.xlsx;2017
47;A10130;Vanillekreuz;4.8;4.8;2;0;2.4;4.8;100;0.06;KW2.xlsx;2017
48;A10135;Wähe;18.5;18.5;4;0;4.63;18.5;100;0.21;KW2.xlsx;2017
49;A10139;Zitronencake-Schnitte 100g verpackt;19.7;19.7;8;0;2.46;19.7;100;0.23;KW2.xlsx;2017
50;A10144;Trockengebäck 100g verpackt;2.2;2.2;1;0;2.2;2.2;100;0.03;KW2.xlsx;2017
51;A10148;Fruchttörtli;2.4;2.4;1;0;2.4;2.4;100;0.03;KW2.xlsx;2017
52;A10200;Birchermüesli Classic;39.9;39.9;12;0;3.33;39.9;100;0.46;KW2.xlsx;2017
53;A10409;Sandwich Appenzell;20.5;20.5;4;0;5.13;20.5;100;0.24;KW2.xlsx;2017
54;A10410;Sandwich Milano;12.5;12.5;3;0;4.17;12.5;100;0.14;KW2.xlsx;2017
55;A10411;Sandwich Power Ham;8;8;2;0;4;8;100;0.09;KW2.xlsx;2017
56;A10413;Sandwich Start Your Day;20.5;20.5;5;0;4.1;20.5;100;0.24;KW2.xlsx;2017
57;A10415;Sandwich Turkey;15;15;3;0;5;15;100;0.17;KW2.xlsx;2017
58;A10417;Sandwich Softie;12.5;12.5;3;0;4.17;12.5;100;0.14;KW2.xlsx;2017
59;A10425;Sandwich Italien;12;12;2;0;6;12;100;0.14;KW2.xlsx;2017
60;A10450;Sandwich Laugenkaiser;16;16;4;0;4;16;100;0.18;KW2.xlsx;2017
62;A10000;Küche;44.9;44.9;8;0;5.61;44.9;100;0.6;KW3.xlsx;2017
63;A10001;Favorite;3'532.00;3'532.00;436;0;8.1;3'532.00;100;47.13;KW3.xlsx;2017
64;A10002;Green;1'740.00;1'740.00;220;0;7.91;1'740.00;100;23.22;KW3.xlsx;2017
65;A10004;Brot Stück;0.6;0.6;2;0;0.3;0.6;100;0.01;KW3.xlsx;2017
66;A10005;Menu Suppe;37;37;24;0;1.54;37;100;0.49;KW3.xlsx;2017
67;A10006;Menu Salat;82.5;82.5;51;0;1.62;82.5;100;1.1;KW3.xlsx;2017
68;A10007;Senf Mayo Ketschup;4;4;8;0;0.5;4;100;0.05;KW3.xlsx;2017
69;A10008;Gemüseportion;1.5;1.5;1;0;1.5;1.5;100;0.02;KW3.xlsx;2017
70;A10012;Kitchen 2;88;88;8;0;11;88;100;1.17;KW3.xlsx;2017
71;A10014;Kitchen 4;640;640;49;0;13.06;640;100;8.54;KW3.xlsx;2017
72;A10040;Garden;910.8;910.8;113;39.1;23.29;910.8;100;12.15;KW3.xlsx;2017
73;A10063;Frucht 1.00;80;80;80;0;1;80;100;1.07;KW3.xlsx;2017
74;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.08;KW3.xlsx;2017
75;A10100;Gipfel;60;60;40;0;1.5;60;100;0.8;KW3.xlsx;2017
76;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.03;KW3.xlsx;2017
77;A10108;Laugenbrezel mit Butter;8.8;8.8;4;0;2.2;8.8;100;0.12;KW3.xlsx;2017
78;A10112;Maisbrötli;72;72;38;0;1.89;72;100;0.96;KW3.xlsx;2017
79;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW3.xlsx;2017
80;A10126;Apfel im Schlafrock;7.2;7.2;3;0;2.4;7.2;100;0.1;KW3.xlsx;2017
81;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.03;KW3.xlsx;2017
82;A10128;Aprikosenjalousie;4.8;4.8;2;0;2.4;4.8;100;0.06;KW3.xlsx;2017
83;A10135;Wähe;13.5;13.5;3;0;4.5;13.5;100;0.18;KW3.xlsx;2017
84;A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;0;2.4;4.8;100;0.06;KW3.xlsx;2017
85;A10143;Trockengebäck Lyner verpackt;7.2;7.2;3;0;2.4;7.2;100;0.1;KW3.xlsx;2017
86;A10200;Birchermüesli Classic;22.4;22.4;7;0;3.2;22.4;100;0.3;KW3.xlsx;2017
87;A10409;Sandwich Appenzell;5;5;1;0;5;5;100;0.07;KW3.xlsx;2017
88;A10410;Sandwich Milano;16;16;4;0;4;16;100;0.21;KW3.xlsx;2017
89;A10413;Sandwich Start Your Day;8.5;8.5;2;0;4.25;8.5;100;0.11;KW3.xlsx;2017
90;A10415;Sandwich Turkey;15;15;3;0;5;15;100;0.2;KW3.xlsx;2017
91;A10416;Sandwich Ticinese;6;6;1;0;6;6;100;0.08;KW3.xlsx;2017
92;A10417;Sandwich Softie;12;12;3;0;4;12;100;0.16;KW3.xlsx;2017
93;A10430;Bagel Sandwich Fisherman's Catch;11.5;11.5;2;0;5.75;11.5;100;0.15;KW3.xlsx;2017
95;A10000;Küche;257.4;257.4;31;0;8.3;257.4;100;3.6;KW4.xlsx;2017
96;A10001;Favorite;2'374.00;2'374.00;289;0;8.21;2'374.00;100;33.16;KW4.xlsx;2017
97;A10002;Green;1'833.00;1'833.00;229;0;8;1'833.00;100;25.6;KW4.xlsx;2017
98;A10004;Brot Stück;0.6;0.6;2;0;0.3;0.6;100;0.01;KW4.xlsx;2017
99;A10005;Menu Suppe;44;44;28;0;1.57;44;100;0.61;KW4.xlsx;2017
100;A10006;Menu Salat;59.5;59.5;39;0;1.53;59.5;100;0.83;KW4.xlsx;2017
101;A10007;Senf Mayo Ketschup;1;1;2;0;0.5;1;100;0.01;KW4.xlsx;2017
102;A10012;Kitchen 2;136;136;12;0;11.33;136;100;1.9;KW4.xlsx;2017
103;A10014;Kitchen 4;878;878;67;0;13.1;878;100;12.26;KW4.xlsx;2017
104;A10040;Garden;1'134.20;1'134.20;145;48.78;23.25;1'134.20;100;15.84;KW4.xlsx;2017
105;A10063;Frucht 1.00;44;44;44;0;1;44;100;0.61;KW4.xlsx;2017
106;A10100;Gipfel;28.5;28.5;19;0;1.5;28.5;100;0.4;KW4.xlsx;2017
107;A10101;Ragusa-Gipfel ;13;13;5;0;2.6;13;100;0.18;KW4.xlsx;2017
108;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.06;KW4.xlsx;2017
109;A10112;Maisbrötli;36.1;36.1;19;0;1.9;36.1;100;0.5;KW4.xlsx;2017
110;A10118;Brownie ;4.8;4.8;2;0;2.4;4.8;100;0.07;KW4.xlsx;2017
111;A10121;Mandelschnecke ;7.2;7.2;3;0;2.4;7.2;100;0.1;KW4.xlsx;2017
112;A10126;Apfel im Schlafrock;4.8;4.8;2;0;2.4;4.8;100;0.07;KW4.xlsx;2017
113;A10135;Wähe;13.5;13.5;3;0;4.5;13.5;100;0.19;KW4.xlsx;2017
114;A10139;Zitronencake-Schnitte 100g verpackt;7.2;7.2;3;0;2.4;7.2;100;0.1;KW4.xlsx;2017
115;A10143;Trockengebäck Lyner verpackt;8.2;8.2;3;0;2.73;8.2;100;0.11;KW4.xlsx;2017
116;A10200;Birchermüesli Classic;22.9;22.9;7;0;3.27;22.9;100;0.32;KW4.xlsx;2017
117;A10409;Sandwich Appenzell;20;20;4;0;5;20;100;0.28;KW4.xlsx;2017
118;A10410;Sandwich Milano;16.5;16.5;4;0;4.13;16.5;100;0.23;KW4.xlsx;2017
119;A10411;Sandwich Power Ham;8.5;8.5;2;0;4.25;8.5;100;0.12;KW4.xlsx;2017
120;A10413;Sandwich Start Your Day;8;8;2;0;4;8;100;0.11;KW4.xlsx;2017
121;A10415;Sandwich Turkey;5;5;1;0;5;5;100;0.07;KW4.xlsx;2017
122;A10417;Sandwich Softie;8;8;2;0;4;8;100;0.11;KW4.xlsx;2017
123;A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;0;5.5;5.5;100;0.08;KW4.xlsx;2017
124;A10433;Bagel Sandwich Vegi Luxus;5.5;5.5;1;0;5.5;5.5;100;0.08;KW4.xlsx;2017
125;A10451;Sandwich Bauette;25;25;5;0;5;25;100;0.35;KW4.xlsx;2017
126;A10452;Crispy Chicken;12.5;12.5;2;0;6.25;12.5;100;0.17;KW4.xlsx;2017
128;A10000;Küche;593.7;593.7;62;0;9.58;593.7;100;7.07;KW5.xlsx;2017
129;A10001;Favorite;3'101.00;3'101.00;373;0;8.31;3'101.00;100;36.94;KW5.xlsx;2017
130;A10002;Green;1'846.00;1'846.00;228;0;8.1;1'846.00;100;21.99;KW5.xlsx;2017
131;A10005;Menu Suppe;22;22;14;0;1.57;22;100;0.26;KW5.xlsx;2017
132;A10006;Menu Salat;59;59;38;0;1.55;59;100;0.7;KW5.xlsx;2017
133;A10007;Senf Mayo Ketschup;1.5;1.5;3;0;0.5;1.5;100;0.02;KW5.xlsx;2017
134;A10011;Kitchen 1;447;447;44;0;10.16;447;100;5.33;KW5.xlsx;2017
135;A10012;Kitchen 2;105;105;9;0;11.67;105;100;1.25;KW5.xlsx;2017
136;A10014;Kitchen 4;648;648;50;0;12.96;648;100;7.72;KW5.xlsx;2017
137;A10040;Garden;1'168.70;1'168.70;143;50.4;23.19;1'168.70;100;13.92;KW5.xlsx;2017
138;A10063;Frucht 1.00;7;7;7;0;1;7;100;0.08;KW5.xlsx;2017
139;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.07;KW5.xlsx;2017
140;A10073;Saisonfrüchte geschnitten;7;7;2;0;3.5;7;100;0.08;KW5.xlsx;2017
141;A10100;Gipfel;6;6;4;0;1.5;6;100;0.07;KW5.xlsx;2017
142;A10101;Ragusa-Gipfel ;5.3;5.3;2;0;2.65;5.3;100;0.06;KW5.xlsx;2017
143;A10108;Laugenbrezel mit Butter;4.4;4.4;2;0;2.2;4.4;100;0.05;KW5.xlsx;2017
144;A10112;Maisbrötli;5.7;5.7;3;0;1.9;5.7;100;0.07;KW5.xlsx;2017
145;A10116;Semmel ;4.8;4.8;3;0;1.6;4.8;100;0.06;KW5.xlsx;2017
146;A10126;Apfel im Schlafrock;7.2;7.2;3;0;2.4;7.2;100;0.09;KW5.xlsx;2017
147;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.03;KW5.xlsx;2017
148;A10135;Wähe;22.5;22.5;5;0;4.5;22.5;100;0.27;KW5.xlsx;2017
149;A10139;Zitronencake-Schnitte 100g verpackt;14.4;14.4;6;0;2.4;14.4;100;0.17;KW5.xlsx;2017
150;A10144;Trockengebäck 100g verpackt;22.3;22.3;9;0;2.48;22.3;100;0.27;KW5.xlsx;2017
151;A10200;Birchermüesli Classic;19.7;19.7;6;0;3.28;19.7;100;0.23;KW5.xlsx;2017
152;A10201;Birchermüesli Saisonal;4.9;4.9;1;0;4.9;4.9;100;0.06;KW5.xlsx;2017
153;A10410;Sandwich Milano;4;4;1;0;4;4;100;0.05;KW5.xlsx;2017
154;A10413;Sandwich Start Your Day;8.5;8.5;2;0;4.25;8.5;100;0.1;KW5.xlsx;2017
155;A10415;Sandwich Turkey;10;10;2;0;5;10;100;0.12;KW5.xlsx;2017
156;A10416;Sandwich Ticinese;6.5;6.5;1;0;6.5;6.5;100;0.08;KW5.xlsx;2017
157;A10417;Sandwich Softie;12.5;12.5;3;0;4.17;12.5;100;0.15;KW5.xlsx;2017
158;A10425;Sandwich Italien;6;6;1;0;6;6;100;0.07;KW5.xlsx;2017
159;A10450;Sandwich Laugenkaiser;8;8;2;0;4;8;100;0.1;KW5.xlsx;2017
161;A10000;Küche;55.5;55.5;11;0;5.05;55.5;100;0.7;KW6.xlsx;2017
162;A10001;Favorite;3'994.00;3'994.00;449;0;8.9;3'994.00;100;50.08;KW6.xlsx;2017
163;A10002;Green;2'185.00;2'185.00;259;0;8.44;2'185.00;100;27.4;KW6.xlsx;2017
164;A10004;Brot Stück;0.6;0.6;2;0;0.3;0.6;100;0.01;KW6.xlsx;2017
165;A10005;Menu Suppe;28;28;16;0;1.75;28;100;0.35;KW6.xlsx;2017
166;A10006;Menu Salat;59.5;59.5;37;0;1.61;59.5;100;0.75;KW6.xlsx;2017
167;A10007;Senf Mayo Ketschup;2.5;2.5;5;0;0.5;2.5;100;0.03;KW6.xlsx;2017
168;A10012;Kitchen 2;142;142;13;0;10.92;142;100;1.78;KW6.xlsx;2017
169;A10014;Kitchen 4;447;447;33;0;13.55;447;100;5.6;KW6.xlsx;2017
170;A10040;Garden;918.4;918.4;123;39.66;23.16;918.4;100;11.52;KW6.xlsx;2017
171;A10063;Frucht 1.00;7;7;7;0;1;7;100;0.09;KW6.xlsx;2017
172;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.04;KW6.xlsx;2017
173;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW6.xlsx;2017
174;A10108;Laugenbrezel mit Butter;4.6;4.6;2;0;2.3;4.6;100;0.06;KW6.xlsx;2017
175;A10114;Fitnessbrötli ;4.4;4.4;2;0;2.2;4.4;100;0.06;KW6.xlsx;2017
176;A10118;Brownie ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW6.xlsx;2017
177;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.03;KW6.xlsx;2017
178;A10126;Apfel im Schlafrock;10.6;10.6;4;0;2.65;10.6;100;0.13;KW6.xlsx;2017
179;A10135;Wähe;4.5;4.5;1;0;4.5;4.5;100;0.06;KW6.xlsx;2017
180;A10136;Muffin;5;5;2;0;2.5;5;100;0.06;KW6.xlsx;2017
181;A10139;Zitronencake-Schnitte 100g verpackt;8.2;8.2;3;0;2.73;8.2;100;0.1;KW6.xlsx;2017
182;A10144;Trockengebäck 100g verpackt;4.4;4.4;2;0;2.2;4.4;100;0.06;KW6.xlsx;2017
183;A10148;Fruchttörtli;4.8;4.8;2;0;2.4;4.8;100;0.06;KW6.xlsx;2017
184;A10200;Birchermüesli Classic;20.2;20.2;6;0;3.37;20.2;100;0.25;KW6.xlsx;2017
185;A10409;Sandwich Appenzell;10;10;2;0;5;10;100;0.13;KW6.xlsx;2017
186;A10410;Sandwich Milano;8;8;2;0;4;8;100;0.1;KW6.xlsx;2017
187;A10413;Sandwich Start Your Day;9;9;2;0;4.5;9;100;0.11;KW6.xlsx;2017
188;A10417;Sandwich Softie;4;4;1;0;4;4;100;0.05;KW6.xlsx;2017
189;A10451;Sandwich Bauette;16;16;3;0;5.33;16;100;0.2;KW6.xlsx;2017
190;A10452;Crispy Chicken;12;12;2;0;6;12;100;0.15;KW6.xlsx;2017
