"";"Artikel";"name";"Bruttobetrag";"Nettobetrag";"Verkaufte.Stücke";"Gewicht.verkauft";"Durchschnittlicher.Preis";"Rabattierter.Betrag";"Durchschnittlicher.Rabatt";"Referenzbetrag";"Ref..";"Tot..Umsatz";"source";"year"
"31";"A10103";"Vanille-Gipfel";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0309043381964743;"KW02.xlsx";2017
"32";"A10104";"Schoggi-Gipfel ";2,9;2,9;1;NA;2,9;0;0;2,9;100;0,0373427419874065;"KW02.xlsx";2017
"33";"A10108";"Laugenbrezel mit Butter";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0283289766801015;"KW02.xlsx";2017
"34";"A10114";"Fitnessbrötli ";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0283289766801015;"KW02.xlsx";2017
"35";"A10200";"Birchermüesli Classic";10,1;10,1;3;NA;3,37;0;0;10,1;100;0,130055756576829;"KW02.xlsx";2017
"36";"A10409";"Sandwich Appenzell";10;10;2;NA;5;0;0;10;100;0,128768075818643;"KW02.xlsx";2017
"37";"A10410";"Sandwich Milano";4;4;1;NA;4;0;0;4;100;0,0515072303274572;"KW02.xlsx";2017
"38";"A10413";"Sandwich Start Your Day";8;8;2;NA;4;0;0;8;100;0,103014460654914;"KW02.xlsx";2017
"39";"A10415";"Sandwich Turkey";5;5;1;NA;5;0;0;5;100;0,0643840379093215;"KW02.xlsx";2017
"40";"A10417";"Sandwich Softie";4;4;1;NA;4;0;0;4;100;0,0515072303274572;"KW02.xlsx";2017
"41";"A10425";"Sandwich Italien";12;12;2;NA;6;0;0;12;100;0,154521690982372;"KW02.xlsx";2017
"42";"A10430";"Bagel Sandwich Fisherman's Catch";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0708224417002537;"KW02.xlsx";2017
"43";"Total Gruppe";NA;7765,9;7765,9;989;34,492;7,85;0;0;7765,9;NA;100;"KW02.xlsx";2017
"44";"A10000";"Küche";60,9;60,9;12;NA;5,08;0;0;60,9;100;0,873544093178037;"KW03.xlsx";2017
"45";"A10001";"Favorite";3174;3174;407;NA;7,8;0;0;3174;100;45,5275689942051;"KW03.xlsx";2017
"46";"A10002";"Green";1309;1309;171;NA;7,65;0;0;1309;100;18,7761776349762;"KW03.xlsx";2017
"47";"A100039";"Portion Pommes";46;46;8;NA;5,75;0;0;46;100;0,659819840495726;"KW03.xlsx";2017
"48";"A10005";"Menu Suppe";51;51;34;NA;1,5;0;0;51;100;0,731539388375696;"KW03.xlsx";2017
"49";"A10006";"Menu Salat";131;131;80;NA;1,64;0;0;131;100;1,87905215445522;"KW03.xlsx";2017
"50";"A10007";"Senf Mayo Ketschup";5;5;10;NA;0,5;0;0;5;100;0,0717195478799702;"KW03.xlsx";2017
"51";"A10012";"Kitchen 2";486;486;44;NA;11,05;0;0;486;100;6,9711400539331;"KW03.xlsx";2017
"52";"A10013";"Kitchen 3";361;361;31;NA;11,65;0;0;361;100;5,17815135693385;"KW03.xlsx";2017
"53";"A10014";"Kitchen 4";548;548;42;NA;13,05;0;0;548;100;7,86046244764473;"KW03.xlsx";2017
"54";"A10040";"Garden";680,8;680,8;96;29,498;23,08;0;0;680,8;100;9,76533363933674;"KW03.xlsx";2017
"55";"A10060";"Frucht -.70";0,7;0,7;1;NA;0,7;0;0;0,7;100;0,0100407367031958;"KW03.xlsx";2017
"56";"A10063";"Frucht 1.00";4;4;4;NA;1;0;0;4;100;0,0573756383039761;"KW03.xlsx";2017
"57";"A10064";"Frucht 1.20";1,2;1,2;1;NA;1,2;0;0;1,2;100;0,0172126914911928;"KW03.xlsx";2017
"58";"A10072";"Schichtjoghurt";9,5;9,5;3;NA;3,17;0;0;9,5;100;0,136267140971943;"KW03.xlsx";2017
"59";"A10101";"Ragusa-Gipfel ";7,7;7,7;3;NA;2,57;0;0;7,7;100;0,110448103735154;"KW03.xlsx";2017
"60";"A10102";"Mandelgipfel ";9,6;9,6;4;NA;2,4;0;0;9,6;100;0,137701531929543;"KW03.xlsx";2017
"61";"A10103";"Vanille-Gipfel";5,3;5,3;2;NA;2,65;0;0;5,3;100;0,0760227207527684;"KW03.xlsx";2017
"62";"A10104";"Schoggi-Gipfel ";5,3;5,3;2;NA;2,65;0;0;5,3;100;0,0760227207527684;"KW03.xlsx";2017
"63";"A10107";"Laugenbrezel ";2,5;2,5;1;NA;2,5;0;0;2,5;100;0,0358597739399851;"KW03.xlsx";2017
"64";"A10108";"Laugenbrezel mit Butter";6,8;6,8;3;NA;2,27;0;0;6,8;100;0,0975385851167594;"KW03.xlsx";2017
"65";"A10111";"Schoggi Fair";4,6;4,6;2;NA;2,3;0;0;4,6;100;0,0659819840495725;"KW03.xlsx";2017
"66";"A10114";"Fitnessbrötli ";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0315566010671869;"KW03.xlsx";2017
"67";"A10131";"Vanille/Apfelstange";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0344253829823857;"KW03.xlsx";2017
"68";"A10135";"Wähe";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0645475930919732;"KW03.xlsx";2017
"69";"A10163";"Bürli";1,4;1,4;1;NA;1,4;0;0;1,4;100;0,0200814734063916;"KW03.xlsx";2017
"70";"A10200";"Birchermüesli Classic";20,2;20,2;6;NA;3,37;0;0;20,2;100;0,289746973435079;"KW03.xlsx";2017
"71";"A10410";"Sandwich Milano";4,5;4,5;1;NA;4,5;0;0;4,5;100;0,0645475930919732;"KW03.xlsx";2017
"72";"A10415";"Sandwich Turkey";10;10;2;NA;5;0;0;10;100;0,14343909575994;"KW03.xlsx";2017
"73";"A10451";"Sandwich Bauette";10,5;10,5;2;NA;5,25;0;0;10,5;100;0,150611050547937;"KW03.xlsx";2017
"74";"A10452";"Crispy Chicken";6;6;1;NA;6;0;0;6;100;0,0860634574559642;"KW03.xlsx";2017
"75";"Total Gruppe";NA;6971,6;6971,6;977;29,498;7,14;0;0;6971,6;NA;100;"KW03.xlsx";2017
"76";"A10000";"Küche";59,9;59,9;10;NA;5,99;0;0;59,9;100;0,917529563139514;"KW04.xlsx";2017
"77";"A10001";"Favorite";2438;2438;314;NA;7,76;0;0;2438;100;37,3445254579989;"KW04.xlsx";2017
"78";"A10002";"Green";1649;1649;214;NA;7,71;0;0;1649;100;25,2588689418541;"KW04.xlsx";2017
"79";"A10004";"Brot Stück";0,6;0,6;2;NA;0,3;0;0;0,6;100;0,00919061332026224;"KW04.xlsx";2017
"80";"A10005";"Menu Suppe";26,5;26,5;17;NA;1,56;0;0;26,5;100;0,405918754978249;"KW04.xlsx";2017
"81";"A10006";"Menu Salat";113,5;113,5;73;NA;1,55;0;0;113,5;100;1,73855768641627;"KW04.xlsx";2017
"82";"A10007";"Senf Mayo Ketschup";4;4;8;NA;0,5;0;0;4;100;0,0612707554684149;"KW04.xlsx";2017
"83";"A10012";"Kitchen 2";363;363;33;NA;11;0;0;363;100;5,56032105875865;"KW04.xlsx";2017
"84";"A10013";"Kitchen 3";363;363;31;NA;11,71;0;0;363;100;5,56032105875865;"KW04.xlsx";2017
"85";"A10014";"Kitchen 4";535;535;41;NA;13,05;0;0;535;100;8,1949635439005;"KW04.xlsx";2017
"86";"A10040";"Garden";865,2;865,2;116;37,454;23,1;0;0;865,2;100;13,2528644078181;"KW04.xlsx";2017
"87";"A10063";"Frucht 1.00";10;10;10;NA;1;0;0;10;100;0,153176888671037;"KW04.xlsx";2017
"88";"A10064";"Frucht 1.20";1,2;1,2;1;NA;1,2;0;0;1,2;100;0,0183812266405245;"KW04.xlsx";2017
"89";"A10072";"Schichtjoghurt";6;6;2;NA;3;0;0;6;100;0,0919061332026224;"KW04.xlsx";2017
"90";"A10073";"Saisonfrüchte geschnitten";4;4;1;NA;4;0;0;4;100;0,0612707554684149;"KW04.xlsx";2017
"91";"A10101";"Ragusa-Gipfel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,036762453281049;"KW04.xlsx";2017
"92";"A10102";"Mandelgipfel ";10,1;10,1;4;NA;2,53;0;0;10,1;100;0,154708657557748;"KW04.xlsx";2017
"93";"A10108";"Laugenbrezel mit Butter";6,8;6,8;3;NA;2,27;0;0;6,8;100;0,104160284296305;"KW04.xlsx";2017
"94";"A10112";"Maisbrötli";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0260400710740763;"KW04.xlsx";2017
"95";"A10114";"Fitnessbrötli ";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0336989155076282;"KW04.xlsx";2017
"96";"A10116";"Semmel ";1,4;1,4;1;NA;1,4;0;0;1,4;100;0,0214447644139452;"KW04.xlsx";2017
"97";"A10123";"Russenzöpfli";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,036762453281049;"KW04.xlsx";2017
"98";"A10147";"Pariser Gipfel";1,6;1,6;1;NA;1,6;0;0;1,6;100;0,024508302187366;"KW04.xlsx";2017
"99";"A10200";"Birchermüesli Classic";22,9;22,9;7;NA;3,27;0;0;22,9;100;0,350775075056675;"KW04.xlsx";2017
"100";"A10409";"Sandwich Appenzell";5;5;1;NA;5;0;0;5;100;0,0765884443355187;"KW04.xlsx";2017
"101";"A10410";"Sandwich Milano";8;8;2;NA;4;0;0;8;100;0,12254151093683;"KW04.xlsx";2017
"102";"A10415";"Sandwich Turkey";5;5;1;NA;5;0;0;5;100;0,0765884443355187;"KW04.xlsx";2017
"103";"A10416";"Sandwich Ticinese";6;6;1;NA;6;0;0;6;100;0,0919061332026224;"KW04.xlsx";2017
"104";"A10450";"Sandwich Laugenkaiser";4;4;1;NA;4;0;0;4;100;0,0612707554684149;"KW04.xlsx";2017
"105";"A10451";"Sandwich Bauette";10;10;2;NA;5;0;0;10;100;0,153176888671037;"KW04.xlsx";2017
"106";"Total Gruppe";NA;6528,4;6528,4;901;37,454;7,25;0;0;6528,4;NA;100;"KW04.xlsx";2017
"107";"A10000";"Küche";88,5;88,5;12;NA;7,38;0;0;88,5;100;1,52386527997796;"KW05.xlsx";2017
"108";"A10001";"Favorite";2027;2027;258;NA;7,86;0;0;2027;100;34,9025414973483;"KW05.xlsx";2017
"109";"A10002";"Green";1370;1370;176;NA;7,78;0;0;1370;100;23,5897789103933;"KW05.xlsx";2017
"110";"A100039";"Portion Pommes";5,5;5,5;1;NA;5,5;0;0;5,5;100;0,0947034919760314;"KW05.xlsx";2017
"111";"A10004";"Brot Stück";0,3;0,3;1;NA;0,3;0;0;0,3;100;0,00516564501687444;"KW05.xlsx";2017
"112";"A10005";"Menu Suppe";34,5;34,5;23;NA;1,5;0;0;34,5;100;0,594049176940561;"KW05.xlsx";2017
"113";"A10006";"Menu Salat";90,5;90,5;59;NA;1,53;0;0;90,5;100;1,55830291342379;"KW05.xlsx";2017
"114";"A10007";"Senf Mayo Ketschup";3;3;6;NA;0,5;0;0;3;100;0,0516564501687444;"KW05.xlsx";2017
"115";"A10012";"Kitchen 2";195;195;19;NA;10,26;0;0;195;100;3,35766926096839;"KW05.xlsx";2017
"116";"A10013";"Kitchen 3";275;275;23;NA;11,96;0;0;275;100;4,73517459880157;"KW05.xlsx";2017
"117";"A10014";"Kitchen 4";762;762;60;NA;12,7;0;0;762;100;13,1207383428611;"KW05.xlsx";2017
"118";"A10040";"Garden";798,8;798,8;107;34,506;23,15;0;0;798,8;100;13,7543907982643;"KW05.xlsx";2017
"119";"A10060";"Frucht -.70";0,7;0,7;1;NA;0,7;0;0;0,7;100;0,0120531717060404;"KW05.xlsx";2017
"120";"A10063";"Frucht 1.00";9;9;9;NA;1;0;0;9;100;0,154969350506233;"KW05.xlsx";2017
"121";"A10072";"Schichtjoghurt";12;12;4;NA;3;0;0;12;100;0,206625800674978;"KW05.xlsx";2017
"122";"A10073";"Saisonfrüchte geschnitten";18;18;5;NA;3,6;0;0;18;100;0,309938701012466;"KW05.xlsx";2017
"123";"A10101";"Ragusa-Gipfel ";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0413251601349955;"KW05.xlsx";2017
"124";"A10102";"Mandelgipfel ";14,9;14,9;6;NA;2,48;0;0;14,9;100;0,256560369171431;"KW05.xlsx";2017
"125";"A10103";"Vanille-Gipfel";7,7;7,7;3;NA;2,57;0;0;7,7;100;0,132584888766444;"KW05.xlsx";2017
"126";"A10108";"Laugenbrezel mit Butter";4,4;4,4;2;NA;2,2;0;0;4,4;100;0,0757627935808251;"KW05.xlsx";2017
"127";"A10111";"Schoggi Fair";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0378813967904126;"KW05.xlsx";2017
"128";"A10112";"Maisbrötli";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0292719884289552;"KW05.xlsx";2017
"129";"A10147";"Pariser Gipfel";6,4;6,4;4;NA;1,6;0;0;6,4;100;0,110200427026655;"KW05.xlsx";2017
"130";"A10200";"Birchermüesli Classic";19,7;19,7;6;NA;3,28;0;0;19,7;100;0,339210689441422;"KW05.xlsx";2017
"131";"A10410";"Sandwich Milano";4;4;1;NA;4;0;0;4;100;0,0688752668916592;"KW05.xlsx";2017
"132";"A10413";"Sandwich Start Your Day";12,5;12,5;3;NA;4,17;0;0;12,5;100;0,215235209036435;"KW05.xlsx";2017
"133";"A10415";"Sandwich Turkey";10;10;2;NA;5;0;0;10;100;0,172188167229148;"KW05.xlsx";2017
"134";"A10451";"Sandwich Bauette";10,5;10,5;2;NA;5,25;0;0;10,5;100;0,180797575590605;"KW05.xlsx";2017
"135";"A10452";"Crispy Chicken";19;19;3;NA;6,33;0;0;19;100;0,327157517735381;"KW05.xlsx";2017
"136";"L19100";"Patisserie offen";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,0413251601349955;"KW05.xlsx";2017
"137";"Total Gruppe";NA;5807,6;5807,6;800;34,506;7,26;0;0;5807,6;NA;100;"KW05.xlsx";2017
"138";"A10000";"Küche";55,2;55,2;8;NA;6,9;0;0;55,2;100;1,14978441542211;"KW06.xlsx";2017
"139";"A10001";"Favorite";1912;1912;247;NA;7,74;0;0;1912;100;39,8258659834614;"KW06.xlsx";2017
"140";"A10002";"Green";1184;1184;153;NA;7,74;0;0;1184;100;24,6620425336916;"KW06.xlsx";2017
"141";"A100039";"Portion Pommes";33;33;6;NA;5,5;0;0;33;100;0,687371117915391;"KW06.xlsx";2017
"142";"A10005";"Menu Suppe";30;30;20;NA;1,5;0;0;30;100;0,624882834468537;"KW06.xlsx";2017
"143";"A10006";"Menu Salat";68;68;44;NA;1,55;0;0;68;100;1,41640109146202;"KW06.xlsx";2017
"144";"A10007";"Senf Mayo Ketschup";0,5;0,5;1;NA;0,5;0;0;0,5;100;0,010414713907809;"KW06.xlsx";2017
"145";"A10012";"Kitchen 2";87;87;8;NA;10,88;0;0;87;100;1,81216021995876;"KW06.xlsx";2017
"146";"A10013";"Kitchen 3";347;347;29;NA;11,97;0;0;347;100;7,22781145201941;"KW06.xlsx";2017
"147";"A10014";"Kitchen 4";376;376;29;NA;12,97;0;0;376;100;7,83186485867233;"KW06.xlsx";2017
"148";"A10040";"Garden";638;638;85;27,6;23,12;0;0;638;100;13,2891749463642;"KW06.xlsx";2017
"149";"A10063";"Frucht 1.00";4;4;4;NA;1;0;0;4;100;0,0833177112624716;"KW06.xlsx";2017
"150";"A10073";"Saisonfrüchte geschnitten";3,5;3,5;1;NA;3,5;0;0;3,5;100;0,0729029973546627;"KW06.xlsx";2017
"151";"A10102";"Mandelgipfel ";12,5;12,5;5;NA;2,5;0;0;12,5;100;0,260367847695224;"KW06.xlsx";2017
"152";"A10103";"Vanille-Gipfel";2,4;2,4;1;NA;2,4;0;0;2,4;100;0,049990626757483;"KW06.xlsx";2017
"153";"A10108";"Laugenbrezel mit Butter";8,8;8,8;4;NA;2,2;0;0;8,8;100;0,183298964777438;"KW06.xlsx";2017
"154";"A10111";"Schoggi Fair";2,2;2,2;1;NA;2,2;0;0;2,2;100;0,0458247411943594;"KW06.xlsx";2017
"155";"A10112";"Maisbrötli";1,7;1,7;1;NA;1,7;0;0;1,7;100;0,0354100272865504;"KW06.xlsx";2017
"156";"A10200";"Birchermüesli Classic";10,1;10,1;3;NA;3,37;0;0;10,1;100;0,210377220937741;"KW06.xlsx";2017
"157";"A10409";"Sandwich Appenzell";5;5;1;NA;5;0;0;5;100;0,10414713907809;"KW06.xlsx";2017
"158";"A10413";"Sandwich Start Your Day";4;4;1;NA;4;0;0;4;100;0,0833177112624716;"KW06.xlsx";2017
"159";"A10417";"Sandwich Softie";4;4;1;NA;4;0;0;4;100;0,0833177112624716;"KW06.xlsx";2017
"160";"A10425";"Sandwich Italien";6;6;1;NA;6;0;0;6;100;0,124976566893707;"KW06.xlsx";2017
"161";"A10452";"Crispy Chicken";6;6;1;NA;6;0;0;6;100;0,124976566893707;"KW06.xlsx";2017
"162";"Total Gruppe";NA;4800,9;4800,9;655;27,6;7,33;0;0;4800,9;NA;100;"KW06.xlsx";2017
