Artikel,article_description,Bruttobetrag,Nettobetrag,Verkaufte_Stücke,Gewicht_verkauft,Durchschnittlicher_Preis,umsatz_tot,origin,year,date
A10002,Green,260,260,35,NA,7.43,14.04,19.10.csv,2015,19.10.2015
A10006,Menu Salat,45,45,30,NA,1.5,2.43,19.10.csv,2015,19.10.2015
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0.05,19.10.csv,2015,19.10.2015
A10012,Kitchen 2,75,75,7,NA,10.71,4.05,19.10.csv,2015,19.10.2015
A10020,Local 0,117,117,16,NA,7.31,6.32,19.10.csv,2015,19.10.2015
A10040,Garden,80.9,80.9,14,3.486,23.21,4.37,19.10.csv,2015,19.10.2015
A10063,Frucht 1.00,5,5,5,NA,1,0.27,19.10.csv,2015,19.10.2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.19,19.10.csv,2015,19.10.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.39,19.10.csv,2015,19.10.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.26,19.10.csv,2015,19.10.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.13,19.10.csv,2015,19.10.2015
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0.12,19.10.csv,2015,19.10.2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.13,19.10.csv,2015,19.10.2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0.13,19.10.csv,2015,19.10.2015
A10125,Nussstange,2.9,2.9,1,NA,2.9,0.16,19.10.csv,2015,19.10.2015
A10135,Wähe,4.4,4.4,1,NA,4.4,0.24,19.10.csv,2015,19.10.2015
A10136,Muffin,2.5,2.5,1,NA,2.5,0.13,19.10.csv,2015,19.10.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.12,19.10.csv,2015,19.10.2015
A10161,Muffin gross,3,3,1,NA,3,0.16,19.10.csv,2015,19.10.2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.69,19.10.csv,2015,19.10.2015
A10401,Sandwich Mittel,5,5,1,NA,5,0.27,19.10.csv,2015,19.10.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.22,19.10.csv,2015,19.10.2015
A10422,Sandwich Turkey Classic,6.5,6.5,1,NA,6.5,0.35,19.10.csv,2015,19.10.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.27,19.10.csv,2015,19.10.2015
A10000,Catering,9.5,9.5,2,NA,4.75,0.55,20.10.csv,2015,20.10.2015
A10001,Favorite,922,922,127,NA,7.26,53.65,20.10.csv,2015,20.10.2015
A10002,Green,199,199,27,NA,7.37,11.58,20.10.csv,2015,20.10.2015
A10005,Menu Suppe,4.5,4.5,3,NA,1.5,0.26,20.10.csv,2015,20.10.2015
A10006,Menu Salat,58.5,58.5,39,NA,1.5,3.4,20.10.csv,2015,20.10.2015
A10012,Kitchen 2,95,95,9,NA,10.56,5.53,20.10.csv,2015,20.10.2015
A10020,Local 0,278,278,38,NA,7.32,16.18,20.10.csv,2015,20.10.2015
A10040,Garden,44.4,44.4,8,1.932,22.98,2.58,20.10.csv,2015,20.10.2015
A10061,Frucht -.80,1.6,1.6,2,NA,0.8,0.09,20.10.csv,2015,20.10.2015
A10063,Frucht 1.00,3,3,3,NA,1,0.17,20.10.csv,2015,20.10.2015
A10064,Frucht 1.20,1.2,1.2,1,NA,1.2,0.07,20.10.csv,2015,20.10.2015
A10072,Schichtjoghurt,9,9,3,NA,3,0.52,20.10.csv,2015,20.10.2015
A10104,Schoggi-Gipfel ,7.2,7.2,3,NA,2.4,0.42,20.10.csv,2015,20.10.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.29,20.10.csv,2015,20.10.2015
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.26,20.10.csv,2015,20.10.2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0.14,20.10.csv,2015,20.10.2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0.14,20.10.csv,2015,20.10.2015
A10126,Apfel im Schlafrock,4.8,4.8,2,NA,2.4,0.28,20.10.csv,2015,20.10.2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0.14,20.10.csv,2015,20.10.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.23,20.10.csv,2015,20.10.2015
A10136,Muffin,2.5,2.5,1,NA,2.5,0.15,20.10.csv,2015,20.10.2015
A10150,Spinatstrudel,5,5,2,NA,2.5,0.29,20.10.csv,2015,20.10.2015
A10161,Muffin gross,3,3,1,NA,3,0.17,20.10.csv,2015,20.10.2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.74,20.10.csv,2015,20.10.2015
A10412,Sandwich Gruyere,8,8,2,NA,4,0.47,20.10.csv,2015,20.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.26,20.10.csv,2015,20.10.2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0.35,20.10.csv,2015,20.10.2015
A10418,Sandwich Gruyere Semmel,4,4,1,NA,4,0.23,20.10.csv,2015,20.10.2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0.32,20.10.csv,2015,20.10.2015
A10450,Sandwich Laugenkaiser,4,4,1,NA,4,0.23,20.10.csv,2015,20.10.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.29,20.10.csv,2015,20.10.2015
A10000,Catering,13,13,3,NA,4.33,0.77,21.10.csv,2015,21.10.2015
A10001,Favorite,996,996,136,NA,7.32,59.02,21.10.csv,2015,21.10.2015
A10002,Green,166,166,23,NA,7.22,9.84,21.10.csv,2015,21.10.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.04,21.10.csv,2015,21.10.2015
A10005,Menu Suppe,12,12,8,NA,1.5,0.71,21.10.csv,2015,21.10.2015
A10006,Menu Salat,72,72,48,NA,1.5,4.27,21.10.csv,2015,21.10.2015
A10012,Kitchen 2,11,11,1,NA,11,0.65,21.10.csv,2015,21.10.2015
A10013,Kitchen 3,235,235,21,NA,11.19,13.93,21.10.csv,2015,21.10.2015
A10020,Local 0,65,65,9,NA,7.22,3.85,21.10.csv,2015,21.10.2015
A10040,Garden,55.3,55.3,9,2.408,22.97,3.28,21.10.csv,2015,21.10.2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0.05,21.10.csv,2015,21.10.2015
A10063,Frucht 1.00,5,5,5,NA,1,0.3,21.10.csv,2015,21.10.2015
A10101,Ragusa-Gipfel ,4.8,4.8,2,NA,2.4,0.28,21.10.csv,2015,21.10.2015
A10102,Mandelgipfel ,9.6,9.6,4,NA,2.4,0.57,21.10.csv,2015,21.10.2015
A10108,Laugenbrezel mit Butter,2.2,2.2,1,NA,2.2,0.13,21.10.csv,2015,21.10.2015
A10121,Mandelschnecke ,4.8,4.8,2,NA,2.4,0.28,21.10.csv,2015,21.10.2015
A10125,Nussstange,2.4,2.4,1,NA,2.4,0.14,21.10.csv,2015,21.10.2015
A10150,Spinatstrudel,2.5,2.5,1,NA,2.5,0.15,21.10.csv,2015,21.10.2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.57,21.10.csv,2015,21.10.2015
A10409,Sandwich Appenzell,6.5,6.5,1,NA,6.5,0.39,21.10.csv,2015,21.10.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.24,21.10.csv,2015,21.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.27,21.10.csv,2015,21.10.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.3,21.10.csv,2015,21.10.2015
A10001,Favorite,776,776,106,NA,7.32,42.73,22.10.csv,2015,22.10.2015
A10002,Green,359,359,49,NA,7.33,19.77,22.10.csv,2015,22.10.2015
A10005,Menu Suppe,13,13,8,NA,1.63,0.72,22.10.csv,2015,22.10.2015
A10006,Menu Salat,54,54,36,NA,1.5,2.97,22.10.csv,2015,22.10.2015
A10011,Kitchen 1,104,104,10,NA,10.4,5.73,22.10.csv,2015,22.10.2015
A10020,Local 0,387,387,54,NA,7.17,21.31,22.10.csv,2015,22.10.2015
A10040,Garden,46.5,46.5,6,1.984,23.44,2.56,22.10.csv,2015,22.10.2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0.04,22.10.csv,2015,22.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.11,22.10.csv,2015,22.10.2015
A10072,Schichtjoghurt,3,3,1,NA,3,0.17,22.10.csv,2015,22.10.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.4,22.10.csv,2015,22.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.13,22.10.csv,2015,22.10.2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.13,22.10.csv,2015,22.10.2015
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.13,22.10.csv,2015,22.10.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.28,22.10.csv,2015,22.10.2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.13,22.10.csv,2015,22.10.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.21,22.10.csv,2015,22.10.2015
A10136,Muffin,10,10,4,NA,2.5,0.55,22.10.csv,2015,22.10.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.12,22.10.csv,2015,22.10.2015
A10153,Calzone,3.5,3.5,1,NA,3.5,0.19,22.10.csv,2015,22.10.2015
A10161,Muffin gross,9,9,3,NA,3,0.5,22.10.csv,2015,22.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.25,22.10.csv,2015,22.10.2015
A10414,Sandwich Ham & Cheese,11,11,2,NA,5.5,0.61,22.10.csv,2015,22.10.2015
A10451,Sandwich Bauette,5,5,1,NA,5,0.28,22.10.csv,2015,22.10.2015
A10000,Catering,12,12,1,NA,12,0.85,23.10.csv,2015,23.10.2015
A10001,Favorite,314,314,42,NA,7.48,22.11,23.10.csv,2015,23.10.2015
A10002,Green,428,428,59,NA,7.25,30.14,23.10.csv,2015,23.10.2015
A10006,Menu Salat,36,36,24,NA,1.5,2.54,23.10.csv,2015,23.10.2015
A10012,Kitchen 2,182,182,17,NA,10.71,12.82,23.10.csv,2015,23.10.2015
A10020,Local 0,370,370,52,NA,7.12,26.06,23.10.csv,2015,23.10.2015
A10040,Garden,18.9,18.9,4,0.818,23.11,1.33,23.10.csv,2015,23.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.14,23.10.csv,2015,23.10.2015
A10072,Schichtjoghurt,6,6,2,NA,3,0.42,23.10.csv,2015,23.10.2015
A10102,Mandelgipfel ,4.8,4.8,2,NA,2.4,0.34,23.10.csv,2015,23.10.2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.17,23.10.csv,2015,23.10.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.35,23.10.csv,2015,23.10.2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.17,23.10.csv,2015,23.10.2015
A10144,Trockengebäck 100g verpackt,6.6,6.6,3,NA,2.2,0.46,23.10.csv,2015,23.10.2015
A10163,Bürli,1.4,1.4,1,NA,1.4,0.1,23.10.csv,2015,23.10.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.45,23.10.csv,2015,23.10.2015
A10401,Sandwich Mittel,5,5,1,NA,5,0.35,23.10.csv,2015,23.10.2015
A10402,Sandwich Gross,6,6,1,NA,6,0.42,23.10.csv,2015,23.10.2015
A10403,Bagel 1,11,11,2,NA,5.5,0.77,23.10.csv,2015,23.10.2015
A10000,Catering,123.5,123.5,2,NA,61.75,5.43,26.10.csv,2015,26.10.2015
A10001,Favorite,871,871,117,NA,7.44,38.27,26.10.csv,2015,26.10.2015
A10002,Green,654,654,90,NA,7.27,28.73,26.10.csv,2015,26.10.2015
A10004,Brot Stück,0.9,0.9,3,NA,0.3,0.04,26.10.csv,2015,26.10.2015
A10005,Menu Suppe,6,6,4,NA,1.5,0.26,26.10.csv,2015,26.10.2015
A10006,Menu Salat,19.5,19.5,13,NA,1.5,0.86,26.10.csv,2015,26.10.2015
A10011,Kitchen 1,65,65,7,NA,9.29,2.86,26.10.csv,2015,26.10.2015
A10020,Local 0,361,361,50,NA,7.22,15.86,26.10.csv,2015,26.10.2015
A10040,Garden,75.2,75.2,14,3.232,23.27,3.3,26.10.csv,2015,26.10.2015
A10061,Frucht -.80,1.6,1.6,2,NA,0.8,0.07,26.10.csv,2015,26.10.2015
A10062,Frucht -.90,0.9,0.9,1,NA,0.9,0.04,26.10.csv,2015,26.10.2015
A10063,Frucht 1.00,1,1,1,NA,1,0.04,26.10.csv,2015,26.10.2015
A10102,Mandelgipfel ,7.7,7.7,3,NA,2.57,0.34,26.10.csv,2015,26.10.2015
A10107,Laugenbrezel ,2.5,2.5,1,NA,2.5,0.11,26.10.csv,2015,26.10.2015
A10111,Schoggi Fair,6.6,6.6,3,NA,2.2,0.29,26.10.csv,2015,26.10.2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0.11,26.10.csv,2015,26.10.2015
A10125,Nussstange,4.8,4.8,2,NA,2.4,0.21,26.10.csv,2015,26.10.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.17,26.10.csv,2015,26.10.2015
A10136,Muffin,5,5,2,NA,2.5,0.22,26.10.csv,2015,26.10.2015
A10144,Trockengebäck 100g verpackt,13.2,13.2,6,NA,2.2,0.58,26.10.csv,2015,26.10.2015
A10147,Pariser Gipfel,1.6,1.6,1,NA,1.6,0.07,26.10.csv,2015,26.10.2015
A10150,Spinatstrudel,7.5,7.5,3,NA,2.5,0.33,26.10.csv,2015,26.10.2015
A10161,Muffin gross,6,6,2,NA,3,0.26,26.10.csv,2015,26.10.2015
A10200,Birchermüesli Classic,19.2,19.2,6,NA,3.2,0.84,26.10.csv,2015,26.10.2015
A10410,Sandwich Milano,16,16,4,NA,4,0.7,26.10.csv,2015,26.10.2015
A10001,Favorite,936,936,129,NA,7.26,54.15,27.10.csv,2015,27.10.2015
A10002,Green,171,171,23,NA,7.43,9.89,27.10.csv,2015,27.10.2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0.03,27.10.csv,2015,27.10.2015
A10005,Menu Suppe,9,9,6,NA,1.5,0.52,27.10.csv,2015,27.10.2015
A10006,Menu Salat,43,43,28,NA,1.54,2.49,27.10.csv,2015,27.10.2015
A10007,Senf Mayo Ketschup,1.5,1.5,3,NA,0.5,0.09,27.10.csv,2015,27.10.2015
A10010,Kitchen 0,8,8,1,NA,8,0.46,27.10.csv,2015,27.10.2015
A10011,Kitchen 1,99,99,10,NA,9.9,5.73,27.10.csv,2015,27.10.2015
A10013,Kitchen 3,160,160,14,NA,11.43,9.26,27.10.csv,2015,27.10.2015
A10020,Local 0,141,141,19,NA,7.42,8.16,27.10.csv,2015,27.10.2015
A10040,Garden,96.8,96.8,17,4.096,23.63,5.6,27.10.csv,2015,27.10.2015
A10061,Frucht -.80,1.6,1.6,2,NA,0.8,0.09,27.10.csv,2015,27.10.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.12,27.10.csv,2015,27.10.2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.2,27.10.csv,2015,27.10.2015
A10101,Ragusa-Gipfel ,2.9,2.9,1,NA,2.9,0.17,27.10.csv,2015,27.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.14,27.10.csv,2015,27.10.2015
A10104,Schoggi-Gipfel ,4.8,4.8,2,NA,2.4,0.28,27.10.csv,2015,27.10.2015
A10108,Laugenbrezel mit Butter,4.4,4.4,2,NA,2.2,0.25,27.10.csv,2015,27.10.2015
A10111,Schoggi Fair,4.4,4.4,2,NA,2.2,0.25,27.10.csv,2015,27.10.2015
A10112,Maisbrötli,1.7,1.7,1,NA,1.7,0.1,27.10.csv,2015,27.10.2015
A10113,Mandelbrötli ,1.7,1.7,1,NA,1.7,0.1,27.10.csv,2015,27.10.2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0.1,27.10.csv,2015,27.10.2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.14,27.10.csv,2015,27.10.2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0.14,27.10.csv,2015,27.10.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.23,27.10.csv,2015,27.10.2015
A10150,Spinatstrudel,2.5,2.5,1,NA,2.5,0.14,27.10.csv,2015,27.10.2015
A10153,Calzone,3.5,3.5,1,NA,3.5,0.2,27.10.csv,2015,27.10.2015
A10163,Bürli,1.4,1.4,1,NA,1.4,0.08,27.10.csv,2015,27.10.2015
A10403,Bagel 1,5.5,5.5,1,NA,5.5,0.32,27.10.csv,2015,27.10.2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0.26,27.10.csv,2015,27.10.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.32,27.10.csv,2015,27.10.2015
A10001,Favorite,394,394,54,NA,7.3,25.99,28.10.csv,2015,28.10.2015
A10002,Green,263,263,35,NA,7.51,17.35,28.10.csv,2015,28.10.2015
A10004,Brot Stück,0.3,0.3,1,NA,0.3,0.02,28.10.csv,2015,28.10.2015
A10005,Menu Suppe,5.5,5.5,3,NA,1.83,0.36,28.10.csv,2015,28.10.2015
A10006,Menu Salat,33.5,33.5,19,NA,1.76,2.21,28.10.csv,2015,28.10.2015
A10014,Kitchen 4,314,314,24,NA,13.08,20.72,28.10.csv,2015,28.10.2015
A10020,Local 0,389,389,51,NA,7.63,25.66,28.10.csv,2015,28.10.2015
A10040,Garden,32.5,32.5,7,1.416,22.95,2.14,28.10.csv,2015,28.10.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.47,28.10.csv,2015,28.10.2015
A10102,Mandelgipfel ,2.9,2.9,1,NA,2.9,0.19,28.10.csv,2015,28.10.2015
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.16,28.10.csv,2015,28.10.2015
A10105,Schinkengipfel ,2.5,2.5,1,NA,2.5,0.16,28.10.csv,2015,28.10.2015
A10112,Maisbrötli,3.6,3.6,2,NA,1.8,0.24,28.10.csv,2015,28.10.2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0.11,28.10.csv,2015,28.10.2015
A10116,Semmel ,1.4,1.4,1,NA,1.4,0.09,28.10.csv,2015,28.10.2015
A10161,Muffin gross,12,12,4,NA,3,0.79,28.10.csv,2015,28.10.2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.84,28.10.csv,2015,28.10.2015
A10400,Sandwich klein,4,4,1,NA,4,0.26,28.10.csv,2015,28.10.2015
A10409,Sandwich Appenzell,6,6,1,NA,6,0.4,28.10.csv,2015,28.10.2015
A10410,Sandwich Milano,8,8,2,NA,4,0.53,28.10.csv,2015,28.10.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.36,28.10.csv,2015,28.10.2015
A10417,Sandwich Softie,4,4,1,NA,4,0.26,28.10.csv,2015,28.10.2015
A10451,Sandwich Bauette,10,10,2,NA,5,0.66,28.10.csv,2015,28.10.2015
A10001,Favorite,761,761,101,NA,7.53,46.37,29.10.csv,2015,29.10.2015
A10002,Green,134,134,18,NA,7.44,8.16,29.10.csv,2015,29.10.2015
A10005,Menu Suppe,3,3,2,NA,1.5,0.18,29.10.csv,2015,29.10.2015
A10006,Menu Salat,32.5,32.5,21,NA,1.55,1.98,29.10.csv,2015,29.10.2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0.03,29.10.csv,2015,29.10.2015
A10013,Kitchen 3,126,126,11,NA,11.45,7.68,29.10.csv,2015,29.10.2015
A10014,Kitchen 4,137,137,11,NA,12.45,8.35,29.10.csv,2015,29.10.2015
A10020,Local 0,296,296,41,NA,7.22,18.03,29.10.csv,2015,29.10.2015
A10040,Garden,56.4,56.4,8,2.364,23.86,3.44,29.10.csv,2015,29.10.2015
A10072,Schichtjoghurt,6,6,2,NA,3,0.37,29.10.csv,2015,29.10.2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0.44,29.10.csv,2015,29.10.2015
A10102,Mandelgipfel ,2.4,2.4,1,NA,2.4,0.15,29.10.csv,2015,29.10.2015
A10104,Schoggi-Gipfel ,12,12,5,NA,2.4,0.73,29.10.csv,2015,29.10.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.3,29.10.csv,2015,29.10.2015
A10111,Schoggi Fair,6.6,6.6,3,NA,2.2,0.4,29.10.csv,2015,29.10.2015
A10112,Maisbrötli,5.1,5.1,3,NA,1.7,0.31,29.10.csv,2015,29.10.2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0.1,29.10.csv,2015,29.10.2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0.15,29.10.csv,2015,29.10.2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0.24,29.10.csv,2015,29.10.2015
A10136,Muffin,3,3,1,NA,3,0.18,29.10.csv,2015,29.10.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.13,29.10.csv,2015,29.10.2015
A10150,Spinatstrudel,2.5,2.5,1,NA,2.5,0.15,29.10.csv,2015,29.10.2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0.39,29.10.csv,2015,29.10.2015
A10410,Sandwich Milano,4,4,1,NA,4,0.24,29.10.csv,2015,29.10.2015
A10413,Sandwich Start Your Day,9,9,2,NA,4.5,0.55,29.10.csv,2015,29.10.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.34,29.10.csv,2015,29.10.2015
A10451,Sandwich Bauette,10,10,2,NA,5,0.61,29.10.csv,2015,29.10.2015
A10000,Catering,14,14,1,NA,14,0.87,30.10.csv,2015,30.10.2015
A10001,Favorite,775,775,104,NA,7.45,48.41,30.10.csv,2015,30.10.2015
A10002,Green,141,141,19,NA,7.42,8.81,30.10.csv,2015,30.10.2015
A10005,Menu Suppe,7.5,7.5,5,NA,1.5,0.47,30.10.csv,2015,30.10.2015
A10006,Menu Salat,40,40,26,NA,1.54,2.5,30.10.csv,2015,30.10.2015
A10010,Kitchen 0,8,8,1,NA,8,0.5,30.10.csv,2015,30.10.2015
A10011,Kitchen 1,10,10,1,NA,10,0.62,30.10.csv,2015,30.10.2015
A10014,Kitchen 4,204,204,16,NA,12.75,12.74,30.10.csv,2015,30.10.2015
A10020,Local 0,302,302,40,NA,7.55,18.87,30.10.csv,2015,30.10.2015
A10021,Local 1,10,10,1,NA,10,0.62,30.10.csv,2015,30.10.2015
A10040,Garden,35.9,35.9,9,1.53,23.46,2.24,30.10.csv,2015,30.10.2015
A10072,Schichtjoghurt,3,3,1,NA,3,0.19,30.10.csv,2015,30.10.2015
A10100,Gipfel,1.3,1.3,1,NA,1.3,0.08,30.10.csv,2015,30.10.2015
A10110,Sonnenblumenbrötli,1.7,1.7,1,NA,1.7,0.11,30.10.csv,2015,30.10.2015
A10121,Mandelschnecke ,4.8,4.8,2,NA,2.4,0.3,30.10.csv,2015,30.10.2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0.49,30.10.csv,2015,30.10.2015
A10136,Muffin,5,5,2,NA,2.5,0.31,30.10.csv,2015,30.10.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.14,30.10.csv,2015,30.10.2015
A10200,Birchermüesli Classic,9.6,9.6,3,NA,3.2,0.6,30.10.csv,2015,30.10.2015
A10400,Sandwich klein,8,8,2,NA,4,0.5,30.10.csv,2015,30.10.2015
L19100,Patisserie offen,10,10,4,NA,2.5,0.62,30.10.csv,2015,30.10.2015
A10000,Catering,3,3,1,NA,3,0.13,02.11.csv,2015,02.11.2015
A10001,Favorite,848,848,112,NA,7.57,37.19,02.11.csv,2015,02.11.2015
A10002,Green,417,417,56,NA,7.45,18.29,02.11.csv,2015,02.11.2015
A10005,Menu Suppe,25.5,25.5,17,NA,1.5,1.12,02.11.csv,2015,02.11.2015
A10006,Menu Salat,103,103,64,NA,1.61,4.52,02.11.csv,2015,02.11.2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0.02,02.11.csv,2015,02.11.2015
A10011,Kitchen 1,211,211,22,NA,9.59,9.25,02.11.csv,2015,02.11.2015
A10020,Local 0,486,486,65,NA,7.48,21.31,02.11.csv,2015,02.11.2015
A10040,Garden,89.7,89.7,17,3.804,23.58,3.93,02.11.csv,2015,02.11.2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0.04,02.11.csv,2015,02.11.2015
A10063,Frucht 1.00,2,2,2,NA,1,0.09,02.11.csv,2015,02.11.2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.15,02.11.csv,2015,02.11.2015
A10102,Mandelgipfel ,7.2,7.2,3,NA,2.4,0.32,02.11.csv,2015,02.11.2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0.11,02.11.csv,2015,02.11.2015
A10104,Schoggi-Gipfel ,4.8,4.8,2,NA,2.4,0.21,02.11.csv,2015,02.11.2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0.07,02.11.csv,2015,02.11.2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0.11,02.11.csv,2015,02.11.2015
A10122,Nussbrille,2.9,2.9,1,NA,2.9,0.13,02.11.csv,2015,02.11.2015
A10136,Muffin,10,10,4,NA,2.5,0.44,02.11.csv,2015,02.11.2015
A10144,Trockengebäck 100g verpackt,2.2,2.2,1,NA,2.2,0.1,02.11.csv,2015,02.11.2015
A10153,Calzone,3.5,3.5,1,NA,3.5,0.15,02.11.csv,2015,02.11.2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0.56,02.11.csv,2015,02.11.2015
A10413,Sandwich Start Your Day,13.5,13.5,3,NA,4.5,0.59,02.11.csv,2015,02.11.2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0.24,02.11.csv,2015,02.11.2015
A10415,Sandwich Turkey,5.5,5.5,1,NA,5.5,0.24,02.11.csv,2015,02.11.2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0.26,02.11.csv,2015,02.11.2015
A10451,Sandwich Bauette,10,10,2,NA,5,0.44,02.11.csv,2015,02.11.2015
A10001,Favorite,575,575,77,NA,7.47,32.09,03.11.csv,2015,03.11.2015
A10002,Green,611,611,81,NA,7.54,34.1,03.11.csv,2015,03.11.2015
A10005,Menu Suppe,10,10,6,NA,1.67,0.56,03.11.csv,2015,03.11.2015
A10006,Menu Salat,96.5,96.5,63,NA,1.53,5.39,03.11.csv,2015,03.11.2015
A10011,Kitchen 1,96,96,10,NA,9.6,5.36,03.11.csv,2015,03.11.2015
A10020,Local 0,270,270,37,NA,7.3,15.07,03.11.csv,2015,03.11.2015
A10040,Garden,65.9,65.9,10,2.864,23.01,3.68,03.11.csv,2015,03.11.2015
A10072,Schichtjoghurt,9,9,3,NA,3,0.5,03.11.csv,2015,03.11.2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0.2,03.11.csv,2015,03.11.2015
A10100,Gipfel,1.3,1.3,1,NA,1.3,0.07,03.11.csv,2015,03.11.2015
A10104,Schoggi-Gipfel ,2.4,2.4,1,NA,2.4,0.13,03.11.csv,2015,03.11.2015
A10105,Schinkengipfel ,5,5,2,NA,2.5,0.28,03.11.csv,2015,03.11.2015
