ID;Artikel;NA;Bruttobetrag;Nettobetrag;Verkaufte Stücke;Gewicht verkauft;Durchschnittlicher Preis;Referenzbetrag;Ref %;Tot %Umsatz;source;year
565;A10005;Menu Suppe;43.5;43.5;29;0;1.5;43.5;100;0.41;KW50.xlsx;2015
566;A10006;Menu Salat;211.5;211.5;131;0;1.61;211.5;100;2;KW50.xlsx;2015
567;A10007;Senf Mayo Ketschup;9.5;9.5;19;0;0.5;9.5;100;0.09;KW50.xlsx;2015
568;A10008;Gemüseportion;1.5;1.5;1;0;1.5;1.5;100;0.01;KW50.xlsx;2015
569;A10011;Kitchen 1;103;103;11;0;9.36;103;100;0.97;KW50.xlsx;2015
570;A10013;Kitchen 3;542;542;46;0;11.78;542;100;5.12;KW50.xlsx;2015
571;A10014;Kitchen 4;907;907;69;0;13.14;907;100;8.56;KW50.xlsx;2015
572;A10020;Local 0;1'462.00;1'462.00;189;0;7.74;1'462.00;100;13.8;KW50.xlsx;2015
573;A10030;Market;235.6;235.6;34;10.13;23.27;235.6;100;2.22;KW50.xlsx;2015
574;A10040;Garden;84;84;13;3.66;22.96;84;100;0.79;KW50.xlsx;2015
575;A10063;Frucht 1.00;8;8;8;0;1;8;100;0.08;KW50.xlsx;2015
576;A100700;Yogi;1.6;1.6;1;0;1.6;1.6;100;0.02;KW50.xlsx;2015
577;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.08;KW50.xlsx;2015
578;A10073;Saisonfrüchte geschnitten;18;18;5;0;3.6;18;100;0.17;KW50.xlsx;2015
579;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.01;KW50.xlsx;2015
580;A10101;Ragusa-Gipfel ;8.2;8.2;3;0;2.73;8.2;100;0.08;KW50.xlsx;2015
581;A10103;Vanille-Gipfel;10.1;10.1;4;0;2.53;10.1;100;0.1;KW50.xlsx;2015
582;A10108;Laugenbrezel mit Butter;13.4;13.4;6;0;2.23;13.4;100;0.13;KW50.xlsx;2015
583;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW50.xlsx;2015
584;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW50.xlsx;2015
585;A10119;Studentenschnitte ;7.2;7.2;3;0;2.4;7.2;100;0.07;KW50.xlsx;2015
586;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW50.xlsx;2015
587;A10124;Kirschenstange;5.3;5.3;2;0;2.65;5.3;100;0.05;KW50.xlsx;2015
588;A10126;Apfel im Schlafrock;5.3;5.3;2;0;2.65;5.3;100;0.05;KW50.xlsx;2015
589;A10128;Aprikosenjalousie;5.3;5.3;2;0;2.65;5.3;100;0.05;KW50.xlsx;2015
590;A10130;Vanillekreuz;2.4;2.4;1;0;2.4;2.4;100;0.02;KW50.xlsx;2015
591;A10135;Wähe;19.5;19.5;5;0;3.9;19.5;100;0.18;KW50.xlsx;2015
592;A10136;Muffin;5;5;2;0;2.5;5;100;0.05;KW50.xlsx;2015
594;A10000;Küche;442.2;442.2;42;0;10.53;442.2;100;3.99;KW51.xlsx;2015
595;A10001;Favorite;3'392.00;3'392.00;434;0;7.82;3'392.00;100;30.57;KW51.xlsx;2015
596;A10002;Green;2'286.00;2'286.00;302;0;7.57;2'286.00;100;20.6;KW51.xlsx;2015
597;A100039;Portion Pommes;5.5;5.5;1;0;5.5;5.5;100;0.05;KW51.xlsx;2015
598;A10005;Menu Suppe;32.5;32.5;21;0;1.55;32.5;100;0.29;KW51.xlsx;2015
599;A10006;Menu Salat;158;158;98;0;1.61;158;100;1.42;KW51.xlsx;2015
600;A10007;Senf Mayo Ketschup;2.5;2.5;5;0;0.5;2.5;100;0.02;KW51.xlsx;2015
601;A10011;Kitchen 1;132;132;14;0;9.43;132;100;1.19;KW51.xlsx;2015
602;A10012;Kitchen 2;467;467;43;0;10.86;467;100;4.21;KW51.xlsx;2015
603;A10013;Kitchen 3;180;180;15;0;12;180;100;1.62;KW51.xlsx;2015
604;A10014;Kitchen 4;806;806;63;0;12.79;806;100;7.26;KW51.xlsx;2015
605;A10020;Local 0;1'374.00;1'374.00;178;0;7.72;1'374.00;100;12.38;KW51.xlsx;2015
606;A10030;Market;88.9;88.9;13;3.86;23.03;88.9;100;0.8;KW51.xlsx;2015
607;A10040;Garden;318.8;318.8;48;13.8;23.09;318.8;100;2.87;KW51.xlsx;2015
608;A10061;Frucht -.80;2.4;2.4;3;0;0.8;2.4;100;0.02;KW51.xlsx;2015
609;A10063;Frucht 1.00;20;20;20;0;1;20;100;0.18;KW51.xlsx;2015
610;A10065;Frucht 1.30;1.3;1.3;1;0;1.3;1.3;100;0.01;KW51.xlsx;2015
611;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.08;KW51.xlsx;2015
612;A10073;Saisonfrüchte geschnitten;21.5;21.5;6;0;3.58;21.5;100;0.19;KW51.xlsx;2015
613;A10074;Milchreis;2.3;2.3;1;0;2.3;2.3;100;0.02;KW51.xlsx;2015
614;A10100;Gipfel;6.5;6.5;5;0;1.3;6.5;100;0.06;KW51.xlsx;2015
615;A10101;Ragusa-Gipfel ;5.3;5.3;2;0;2.65;5.3;100;0.05;KW51.xlsx;2015
616;A10108;Laugenbrezel mit Butter;11;11;5;0;2.2;11;100;0.1;KW51.xlsx;2015
617;A10111;Schoggi Fair;4.4;4.4;2;0;2.2;4.4;100;0.04;KW51.xlsx;2015
618;A10112;Maisbrötli;44.2;44.2;26;0;1.7;44.2;100;0.4;KW51.xlsx;2015
619;A10114;Fitnessbrötli ;12.1;12.1;7;0;1.73;12.1;100;0.11;KW51.xlsx;2015
620;A10116;Semmel ;4.2;4.2;3;0;1.4;4.2;100;0.04;KW51.xlsx;2015
621;A10118;Brownie ;50.4;50.4;21;0;2.4;50.4;100;0.45;KW51.xlsx;2015
622;A10119;Studentenschnitte ;4.8;4.8;2;0;2.4;4.8;100;0.04;KW51.xlsx;2015
623;A10121;Mandelschnecke ;7.2;7.2;3;0;2.4;7.2;100;0.06;KW51.xlsx;2015
624;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW51.xlsx;2015
625;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW51.xlsx;2015
627;A10000;Küche;27;27;6;0;4.5;27;100;1.49;KW52.xlsx;2015
628;A10001;Favorite;900;900;114;0;7.89;900;100;49.65;KW52.xlsx;2015
629;A10002;Green;785;785;100;0;7.85;785;100;43.3;KW52.xlsx;2015
630;A10006;Menu Salat;54;54;36;0;1.5;54;100;2.98;KW52.xlsx;2015
631;A10040;Garden;8.8;8.8;2;0.38;22.92;8.8;100;0.49;KW52.xlsx;2015
632;A10063;Frucht 1.00;1;1;1;0;1;1;100;0.06;KW52.xlsx;2015
633;A10144;Trockengebäck 100g verpackt;22;22;10;0;2.2;22;100;1.21;KW52.xlsx;2015
634;A10412;Sandwich Gruyere;4;4;1;0;4;4;100;0.22;KW52.xlsx;2015
635;A10415;Sandwich Turkey;5.5;5.5;1;0;5.5;5.5;100;0.3;KW52.xlsx;2015
636;A10435;FB Sandwich Emmental;5.5;5.5;1;0;5.5;5.5;100;0.3;KW52.xlsx;2015
