ID;Artikel;NA;Bruttobetrag;Nettobetrag;Verkaufte Stücke;Gewicht verkauft;Durchschnittlicher Preis;Referenzbetrag;Ref %;Tot %Umsatz;source;year
21;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.01;KW33.xlsx;2015
22;A10101;Ragusa-Gipfel ;19.7;19.7;8;0;2.46;19.7;100;0.19;KW33.xlsx;2015
23;A10103;Vanille-Gipfel;4.8;4.8;2;0;2.4;4.8;100;0.05;KW33.xlsx;2015
24;A10111;Schoggi Fair;2.2;2.2;1;0;2.2;2.2;100;0.02;KW33.xlsx;2015
25;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW33.xlsx;2015
26;A10119;Studentenschnitte ;2.9;2.9;1;0;2.9;2.9;100;0.03;KW33.xlsx;2015
27;A10121;Mandelschnecke ;5.3;5.3;2;0;2.65;5.3;100;0.05;KW33.xlsx;2015
28;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW33.xlsx;2015
29;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW33.xlsx;2015
30;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.02;KW33.xlsx;2015
31;A10127;Aprikosenplunder;2.4;2.4;1;0;2.4;2.4;100;0.02;KW33.xlsx;2015
32;A10128;Aprikosenjalousie;2.4;2.4;1;0;2.4;2.4;100;0.02;KW33.xlsx;2015
34;A10000;Küche;298.2;298.2;49;0;6.09;298.2;100;3.94;KW34.xlsx;2015
35;A10001;Favorite;3'163.00;3'163.00;383;0;8.26;3'163.00;100;41.79;KW34.xlsx;2015
36;A10002;Green;2'128.00;2'128.00;264;0;8.06;2'128.00;100;28.12;KW34.xlsx;2015
37;A10003;nur Fleisch Favorite;6;6;1;0;6;6;100;0.08;KW34.xlsx;2015
38;A10006;Menu Salat;151.5;151.5;95;0;1.59;151.5;100;2;KW34.xlsx;2015
39;A10011;Kitchen 1;159;159;16;0;9.94;159;100;2.1;KW34.xlsx;2015
40;A10012;Kitchen 2;48;48;4;0;12;48;100;0.63;KW34.xlsx;2015
41;A10013;Kitchen 3;763;763;64;0;11.92;763;100;10.08;KW34.xlsx;2015
42;A10014;Kitchen 4;160;160;12;0;13.33;160;100;2.11;KW34.xlsx;2015
43;A10023;Local 3;71;71;6;0;11.83;71;100;0.94;KW34.xlsx;2015
44;A10024;Local 4;211;211;16;0;13.19;211;100;2.79;KW34.xlsx;2015
45;A10040;Garden;237.1;237.1;33;10.22;23.19;237.1;100;3.13;KW34.xlsx;2015
46;A10063;Frucht 1.00;8;8;8;0;1;8;100;0.11;KW34.xlsx;2015
47;A10064;Frucht 1.20;1.2;1.2;1;0;1.2;1.2;100;0.02;KW34.xlsx;2015
48;A10065;Frucht 1.30;1.3;1.3;1;0;1.3;1.3;100;0.02;KW34.xlsx;2015
49;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.08;KW34.xlsx;2015
50;A10073;Saisonfrüchte geschnitten;3.5;3.5;1;0;3.5;3.5;100;0.05;KW34.xlsx;2015
51;A10104;Schoggi-Gipfel ;7.7;7.7;3;0;2.57;7.7;100;0.1;KW34.xlsx;2015
52;A10114;Fitnessbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW34.xlsx;2015
53;A10116;Semmel ;2.8;2.8;2;0;1.4;2.8;100;0.04;KW34.xlsx;2015
54;A10123;Russenzöpfli;2.9;2.9;1;0;2.9;2.9;100;0.04;KW34.xlsx;2015
55;A10126;Apfel im Schlafrock;2.4;2.4;1;0;2.4;2.4;100;0.03;KW34.xlsx;2015
56;A10127;Aprikosenplunder;4.8;4.8;2;0;2.4;4.8;100;0.06;KW34.xlsx;2015
57;A10136;Muffin;2.5;2.5;1;0;2.5;2.5;100;0.03;KW34.xlsx;2015
58;A10200;Birchermüesli Classic;28.8;28.8;9;0;3.2;28.8;100;0.38;KW34.xlsx;2015
59;A10400;Sandwich klein;36;36;9;0;4;36;100;0.48;KW34.xlsx;2015
60;A10401;Sandwich Mittel;31;31;6;0;5.17;31;100;0.41;KW34.xlsx;2015
61;A10403;Bagel 1;11;11;2;0;5.5;11;100;0.15;KW34.xlsx;2015
62;L19000;Brotwaren offen;7;7;1;0;7;7;100;0.09;KW34.xlsx;2015
63;L19100;Patisserie offen;4.6;4.6;2;0;2.3;4.6;100;0.06;KW34.xlsx;2015
64;L19200;Sandwich offen;9;9;2;0;4.5;9;100;0.12;KW34.xlsx;2015
65;Total Gruppe;NA;7'568.00;7'568.00;998;10.22;7.58;7'568.00;NA;100;KW34.xlsx;2015
67;A10000;Küche;140;140;34;0;4.12;140;100;1.95;KW35.xlsx;2015
68;A10001;Favorite;3'016.00;3'016.00;361;0;8.35;3'016.00;100;41.92;KW35.xlsx;2015
69;A10002;Green;1'736.00;1'736.00;217;0;8;1'736.00;100;24.13;KW35.xlsx;2015
70;A10006;Menu Salat;123.5;123.5;77;0;1.6;123.5;100;1.72;KW35.xlsx;2015
71;A10007;Senf Mayo Ketschup;1;1;2;0;0.5;1;100;0.01;KW35.xlsx;2015
72;A10010;Kitchen 0;9;9;1;0;9;9;100;0.13;KW35.xlsx;2015
73;A10011;Kitchen 1;653;653;63;0;10.37;653;100;9.08;KW35.xlsx;2015
74;A10014;Kitchen 4;435;435;31;0;14.03;435;100;6.05;KW35.xlsx;2015
75;A10020;Local 0;462;462;57;0;8.11;462;100;6.42;KW35.xlsx;2015
76;A10021;Local 1;99;99;10;0;9.9;99;100;1.38;KW35.xlsx;2015
77;A10040;Garden;298.1;298.1;41;12.85;23.19;298.1;100;4.14;KW35.xlsx;2015
78;A10063;Frucht 1.00;7;7;7;0;1;7;100;0.1;KW35.xlsx;2015
79;A10071;Quark;3.4;3.4;2;0;1.7;3.4;100;0.05;KW35.xlsx;2015
80;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.04;KW35.xlsx;2015
81;A10073;Saisonfrüchte geschnitten;3.5;3.5;1;0;3.5;3.5;100;0.05;KW35.xlsx;2015
82;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW35.xlsx;2015
83;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW35.xlsx;2015
84;A10116;Semmel ;1.4;1.4;1;0;1.4;1.4;100;0.02;KW35.xlsx;2015
85;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.03;KW35.xlsx;2015
86;A10124;Kirschenstange;4.8;4.8;2;0;2.4;4.8;100;0.07;KW35.xlsx;2015
87;A10127;Aprikosenplunder;9.6;9.6;4;0;2.4;9.6;100;0.13;KW35.xlsx;2015
88;A10148;Fruchttörtli;2.9;2.9;1;0;2.9;2.9;100;0.04;KW35.xlsx;2015
89;A10200;Birchermüesli Classic;32;32;10;0;3.2;32;100;0.44;KW35.xlsx;2015
90;A10400;Sandwich klein;41;41;10;0;4.1;41;100;0.57;KW35.xlsx;2015
91;A10401;Sandwich Mittel;21;21;4;0;5.25;21;100;0.29;KW35.xlsx;2015
92;A10402;Sandwich Gross;24;24;4;0;6;24;100;0.33;KW35.xlsx;2015
93;A10403;Bagel 1;27.5;27.5;5;0;5.5;27.5;100;0.38;KW35.xlsx;2015
94;A10404;Bagel 2;12;12;2;0;6;12;100;0.17;KW35.xlsx;2015
95;A10405;Sandwich;9;9;2;0;4.5;9;100;0.13;KW35.xlsx;2015
96;L19100;Patisserie offen;10.5;10.5;4;0;2.63;10.5;100;0.15;KW35.xlsx;2015
97;L19200;Sandwich offen;4.5;4.5;1;0;4.5;4.5;100;0.06;KW35.xlsx;2015
98;Total Gruppe;NA;7'195.50;7'195.50;958;12.85;7.51;7'195.50;NA;100;KW35.xlsx;2015
100;A10000;Küche;139;139;22;0;6.32;139;100;1.78;KW36.xlsx;2015
101;A10001;Favorite;3'166.00;3'166.00;383;0;8.27;3'166.00;100;40.56;KW36.xlsx;2015
102;A10002;Green;1'663.00;1'663.00;205;0;8.11;1'663.00;100;21.31;KW36.xlsx;2015
103;A10006;Menu Salat;147.5;147.5;93;0;1.59;147.5;100;1.89;KW36.xlsx;2015
104;A10007;Senf Mayo Ketschup;4.5;4.5;9;0;0.5;4.5;100;0.06;KW36.xlsx;2015
105;A10011;Kitchen 1;640;640;64;0;10;640;100;8.2;KW36.xlsx;2015
106;A10013;Kitchen 3;145;145;12;0;12.08;145;100;1.86;KW36.xlsx;2015
107;A10014;Kitchen 4;512;512;40;0;12.8;512;100;6.56;KW36.xlsx;2015
108;A10020;Local 0;729;729;91;0;8.01;729;100;9.34;KW36.xlsx;2015
109;A10030;Market;18;18;2;0.75;24.13;18;100;0.23;KW36.xlsx;2015
110;A10040;Garden;439.5;439.5;54;18.95;23.2;439.5;100;5.63;KW36.xlsx;2015
111;A10063;Frucht 1.00;3;3;3;0;1;3;100;0.04;KW36.xlsx;2015
112;A10071;Quark;5.1;5.1;3;0;1.7;5.1;100;0.07;KW36.xlsx;2015
113;A10072;Schichtjoghurt;3;3;1;0;3;3;100;0.04;KW36.xlsx;2015
114;A10073;Saisonfrüchte geschnitten;3.5;3.5;1;0;3.5;3.5;100;0.04;KW36.xlsx;2015
115;A10101;Ragusa-Gipfel ;5.3;5.3;2;0;2.65;5.3;100;0.07;KW36.xlsx;2015
116;A10104;Schoggi-Gipfel ;2.9;2.9;1;0;2.9;2.9;100;0.04;KW36.xlsx;2015
117;A10110;Sonnenblumenbrötli;5.5;5.5;3;0;1.83;5.5;100;0.07;KW36.xlsx;2015
118;A10124;Kirschenstange;2.4;2.4;1;0;2.4;2.4;100;0.03;KW36.xlsx;2015
119;A10136;Muffin;9;9;3;0;3;9;100;0.12;KW36.xlsx;2015
120;A10148;Fruchttörtli;13.5;13.5;5;0;2.7;13.5;100;0.17;KW36.xlsx;2015
121;A10200;Birchermüesli Classic;20.2;20.2;6;0;3.37;20.2;100;0.26;KW36.xlsx;2015
122;A10400;Sandwich klein;41.5;41.5;10;0;4.15;41.5;100;0.53;KW36.xlsx;2015
123;A10401;Sandwich Mittel;10;10;2;0;5;10;100;0.13;KW36.xlsx;2015
124;A10403;Bagel 1;17;17;3;0;5.67;17;100;0.22;KW36.xlsx;2015
125;A10405;Sandwich;59.5;59.5;13;0;4.58;59.5;100;0.76;KW36.xlsx;2015
132;A10000;Küche;121.6;121.6;22;0;5.53;121.6;100;1.07;KW37.xlsx;2015
133;A10001;Favorite;4'040.00;4'040.00;524;0;7.71;4'040.00;100;35.65;KW37.xlsx;2015
134;A10002;Green;2'391.00;2'391.00;310;0;7.71;2'391.00;100;21.1;KW37.xlsx;2015
135;A10005;Menu Suppe;1.5;1.5;1;0;1.5;1.5;100;0.01;KW37.xlsx;2015
136;A10006;Menu Salat;276;276;180;0;1.53;276;100;2.44;KW37.xlsx;2015
137;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0;KW37.xlsx;2015
138;A10012;Kitchen 2;483;483;45;0;10.73;483;100;4.26;KW37.xlsx;2015
139;A10013;Kitchen 3;1'028.00;1'028.00;87;0;11.82;1'028.00;100;9.07;KW37.xlsx;2015
140;A10014;Kitchen 4;342;342;27;0;12.67;342;100;3.02;KW37.xlsx;2015
141;A10020;Local 0;1'550.00;1'550.00;204;0;7.6;1'550.00;100;13.68;KW37.xlsx;2015
142;A10030;Market;39.4;39.4;5;1.71;23.01;39.4;100;0.35;KW37.xlsx;2015
143;A10040;Garden;530.4;530.4;72;23.02;23.04;530.4;100;4.68;KW37.xlsx;2015
144;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.04;KW37.xlsx;2015
145;A10071;Quark;1.7;1.7;1;0;1.7;1.7;100;0.02;KW37.xlsx;2015
146;A10072;Schichtjoghurt;12;12;4;0;3;12;100;0.11;KW37.xlsx;2015
147;A10073;Saisonfrüchte geschnitten;25;25;7;0;3.57;25;100;0.22;KW37.xlsx;2015
148;A10100;Gipfel;1.3;1.3;1;0;1.3;1.3;100;0.01;KW37.xlsx;2015
149;A10101;Ragusa-Gipfel ;10.6;10.6;4;0;2.65;10.6;100;0.09;KW37.xlsx;2015
150;A10108;Laugenbrezel mit Butter;2.2;2.2;1;0;2.2;2.2;100;0.02;KW37.xlsx;2015
151;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW37.xlsx;2015
152;A10116;Semmel ;5.8;5.8;4;0;1.45;5.8;100;0.05;KW37.xlsx;2015
153;A10117;Nuss-Semmel ;3.4;3.4;2;0;1.7;3.4;100;0.03;KW37.xlsx;2015
154;A10119;Studentenschnitte ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2015
155;A10121;Mandelschnecke ;9.6;9.6;4;0;2.4;9.6;100;0.08;KW37.xlsx;2015
156;A10122;Nussbrille;2.5;2.5;1;0;2.5;2.5;100;0.02;KW37.xlsx;2015
157;A10123;Russenzöpfli;7.2;7.2;3;0;2.4;7.2;100;0.06;KW37.xlsx;2015
158;A10124;Kirschenstange;7.7;7.7;3;0;2.57;7.7;100;0.07;KW37.xlsx;2015
159;A10126;Apfel im Schlafrock;4.8;4.8;2;0;2.4;4.8;100;0.04;KW37.xlsx;2015
160;A10130;Vanillekreuz;2.4;2.4;1;0;2.4;2.4;100;0.02;KW37.xlsx;2015
161;A10131;Vanille/Apfelstange;7.2;7.2;3;0;2.4;7.2;100;0.06;KW37.xlsx;2015
162;A10136;Muffin;2.5;2.5;1;0;2.5;2.5;100;0.02;KW37.xlsx;2015
163;A10144;Trockengebäck 100g verpackt;4.4;4.4;2;0;2.2;4.4;100;0.04;KW37.xlsx;2015
165;A10000;Küche;496.8;496.8;66;0;7.53;496.8;100;4.17;KW38.xlsx;2015
166;A10001;Favorite;3'902.00;3'902.00;494;0;7.9;3'902.00;100;32.76;KW38.xlsx;2015
167;A10002;Green;2'597.00;2'597.00;341;0;7.62;2'597.00;100;21.8;KW38.xlsx;2015
168;A100039;Portion Pommes;5.5;5.5;1;0;5.5;5.5;100;0.05;KW38.xlsx;2015
169;A10006;Menu Salat;298;298;190;0;1.57;298;100;2.5;KW38.xlsx;2015
170;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0;KW38.xlsx;2015
171;A10011;Kitchen 1;396;396;41;0;9.66;396;100;3.32;KW38.xlsx;2015
172;A10013;Kitchen 3;489;489;42;0;11.64;489;100;4.11;KW38.xlsx;2015
173;A10014;Kitchen 4;660;660;50;0;13.2;660;100;5.54;KW38.xlsx;2015
174;A10020;Local 0;1'910.00;1'910.00;253;0;7.55;1'910.00;100;16.04;KW38.xlsx;2015
175;A10030;Market;282.2;282.2;38;12.1;23.32;282.2;100;2.37;KW38.xlsx;2015
176;A10040;Garden;265.6;265.6;35;11.49;23.11;265.6;100;2.23;KW38.xlsx;2015
177;A10063;Frucht 1.00;7;7;7;0;1;7;100;0.06;KW38.xlsx;2015
178;A10071;Quark;1.7;1.7;1;0;1.7;1.7;100;0.01;KW38.xlsx;2015
179;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.08;KW38.xlsx;2015
180;A10101;Ragusa-Gipfel ;4.8;4.8;2;0;2.4;4.8;100;0.04;KW38.xlsx;2015
181;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.01;KW38.xlsx;2015
182;A10114;Fitnessbrötli ;1.9;1.9;1;0;1.9;1.9;100;0.02;KW38.xlsx;2015
183;A10116;Semmel ;8.8;8.8;6;0;1.47;8.8;100;0.07;KW38.xlsx;2015
184;A10120;Mandelbrezel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW38.xlsx;2015
185;A10121;Mandelschnecke ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW38.xlsx;2015
186;A10122;Nussbrille;2.9;2.9;1;0;2.9;2.9;100;0.02;KW38.xlsx;2015
187;A10126;Apfel im Schlafrock;2.9;2.9;1;0;2.9;2.9;100;0.02;KW38.xlsx;2015
188;A10131;Vanille/Apfelstange;7.2;7.2;3;0;2.4;7.2;100;0.06;KW38.xlsx;2015
189;A10136;Muffin;8.5;8.5;3;0;2.83;8.5;100;0.07;KW38.xlsx;2015
190;A10144;Trockengebäck 100g verpackt;2.2;2.2;1;0;2.2;2.2;100;0.02;KW38.xlsx;2015
191;A10148;Fruchttörtli;50.5;50.5;20;0;2.53;50.5;100;0.42;KW38.xlsx;2015
192;A10200;Birchermüesli Classic;84.7;84.7;26;0;3.26;84.7;100;0.71;KW38.xlsx;2015
193;A10410;Sandwich Milano;89.5;89.5;22;0;4.07;89.5;100;0.75;KW38.xlsx;2015
194;A10411;Sandwich Power Ham;4;4;1;0;4;4;100;0.03;KW38.xlsx;2015
195;A10413;Sandwich Start Your Day;100.5;100.5;22;0;4.57;100.5;100;0.84;KW38.xlsx;2015
196;A10414;Sandwich Ham & Cheese;44;44;8;0;5.5;44;100;0.37;KW38.xlsx;2015
198;A10000;Küche;194.3;194.3;39;0;4.98;194.3;100;1.6;KW39.xlsx;2015
199;A10001;Favorite;4'616.00;4'616.00;588;0;7.85;4'616.00;100;38.01;KW39.xlsx;2015
200;A10002;Green;2'796.00;2'796.00;366;0;7.64;2'796.00;100;23.02;KW39.xlsx;2015
201;A100039;Portion Pommes;5.5;5.5;1;0;5.5;5.5;100;0.05;KW39.xlsx;2015
202;A10004;Brot Stück;0.3;0.3;1;0;0.3;0.3;100;0;KW39.xlsx;2015
203;A10005;Menu Suppe;1.5;1.5;1;0;1.5;1.5;100;0.01;KW39.xlsx;2015
204;A10006;Menu Salat;290.5;290.5;189;0;1.54;290.5;100;2.39;KW39.xlsx;2015
205;A10007;Senf Mayo Ketschup;0.5;0.5;1;0;0.5;0.5;100;0;KW39.xlsx;2015
206;A10010;Kitchen 0;8;8;1;0;8;8;100;0.07;KW39.xlsx;2015
207;A10011;Kitchen 1;663;663;68;0;9.75;663;100;5.46;KW39.xlsx;2015
208;A10013;Kitchen 3;467;467;39;0;11.97;467;100;3.85;KW39.xlsx;2015
209;A10014;Kitchen 4;751;751;59;0;12.73;751;100;6.18;KW39.xlsx;2015
210;A10020;Local 0;1'463.00;1'463.00;186;0;7.87;1'463.00;100;12.05;KW39.xlsx;2015
211;A10021;Local 1;11;11;1;0;11;11;100;0.09;KW39.xlsx;2015
212;A10023;Local 3;12;12;1;0;12;12;100;0.1;KW39.xlsx;2015
213;A10030;Market;219.1;219.1;32;9.43;23.24;219.1;100;1.8;KW39.xlsx;2015
214;A10040;Garden;167.2;167.2;27;7.22;23.17;167.2;100;1.38;KW39.xlsx;2015
215;A10060;Frucht -.70;0.7;0.7;1;0;0.7;0.7;100;0.01;KW39.xlsx;2015
216;A10063;Frucht 1.00;14;14;14;0;1;14;100;0.12;KW39.xlsx;2015
217;A10070;Yogurt 150g;4.8;4.8;3;0;1.6;4.8;100;0.04;KW39.xlsx;2015
218;A10072;Schichtjoghurt;6;6;2;0;3;6;100;0.05;KW39.xlsx;2015
219;A10073;Saisonfrüchte geschnitten;7;7;2;0;3.5;7;100;0.06;KW39.xlsx;2015
220;A10100;Gipfel;7.8;7.8;6;0;1.3;7.8;100;0.06;KW39.xlsx;2015
221;A10101;Ragusa-Gipfel ;7.2;7.2;3;0;2.4;7.2;100;0.06;KW39.xlsx;2015
222;A10105;Schinkengipfel ;2.5;2.5;1;0;2.5;2.5;100;0.02;KW39.xlsx;2015
223;A10108;Laugenbrezel mit Butter;4.6;4.6;2;0;2.3;4.6;100;0.04;KW39.xlsx;2015
224;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.01;KW39.xlsx;2015
225;A10112;Maisbrötli;1.7;1.7;1;0;1.7;1.7;100;0.01;KW39.xlsx;2015
226;A10113;Mandelbrötli ;8.5;8.5;5;0;1.7;8.5;100;0.07;KW39.xlsx;2015
227;A10116;Semmel ;1.6;1.6;1;0;1.6;1.6;100;0.01;KW39.xlsx;2015
228;A10117;Nuss-Semmel ;5.1;5.1;3;0;1.7;5.1;100;0.04;KW39.xlsx;2015
229;A10122;Nussbrille;2.5;2.5;1;0;2.5;2.5;100;0.02;KW39.xlsx;2015
231;A10000;Küche;2'391.50;2'391.50;82;0;29.16;2'391.50;100;17.3;KW40.xlsx;2015
232;A10001;Favorite;3'724.00;3'724.00;476;0;7.82;3'724.00;100;26.95;KW40.xlsx;2015
233;A10002;Green;2'221.00;2'221.00;289;0;7.69;2'221.00;100;16.07;KW40.xlsx;2015
234;A10006;Menu Salat;200;200;128;0;1.56;200;100;1.45;KW40.xlsx;2015
235;A10007;Senf Mayo Ketschup;8;8;16;0;0.5;8;100;0.06;KW40.xlsx;2015
236;A10011;Kitchen 1;250;250;26;0;9.62;250;100;1.81;KW40.xlsx;2015
237;A10012;Kitchen 2;269;269;25;0;10.76;269;100;1.95;KW40.xlsx;2015
238;A10013;Kitchen 3;696;696;59;0;11.8;696;100;5.04;KW40.xlsx;2015
239;A10020;Local 0;1'710.00;1'710.00;223;0;7.67;1'710.00;100;12.37;KW40.xlsx;2015
240;A10023;Local 3;165;165;14;0;11.79;165;100;1.19;KW40.xlsx;2015
241;A10030;Market;102.8;102.8;15;4.47;23;102.8;100;0.74;KW40.xlsx;2015
242;A10040;Garden;284.2;284.2;40;12.34;23.03;284.2;100;2.06;KW40.xlsx;2015
243;A10060;Frucht -.70;2.8;2.8;4;0;0.7;2.8;100;0.02;KW40.xlsx;2015
244;A10062;Frucht -.90;0.9;0.9;1;0;0.9;0.9;100;0.01;KW40.xlsx;2015
245;A10063;Frucht 1.00;53;53;53;0;1;53;100;0.38;KW40.xlsx;2015
246;A10071;Quark;1.7;1.7;1;0;1.7;1.7;100;0.01;KW40.xlsx;2015
247;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.07;KW40.xlsx;2015
248;A10073;Saisonfrüchte geschnitten;11;11;3;0;3.67;11;100;0.08;KW40.xlsx;2015
249;A10100;Gipfel;23.4;23.4;18;0;1.3;23.4;100;0.17;KW40.xlsx;2015
250;A10101;Ragusa-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2015
251;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2015
252;A10104;Schoggi-Gipfel ;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2015
253;A10108;Laugenbrezel mit Butter;2.2;2.2;1;0;2.2;2.2;100;0.02;KW40.xlsx;2015
254;A10112;Maisbrötli;10.2;10.2;6;0;1.7;10.2;100;0.07;KW40.xlsx;2015
255;A10114;Fitnessbrötli ;5.1;5.1;3;0;1.7;5.1;100;0.04;KW40.xlsx;2015
256;A10116;Semmel ;7;7;5;0;1.4;7;100;0.05;KW40.xlsx;2015
257;A10117;Nuss-Semmel ;1.7;1.7;1;0;1.7;1.7;100;0.01;KW40.xlsx;2015
258;A10122;Nussbrille;7.3;7.3;3;0;2.43;7.3;100;0.05;KW40.xlsx;2015
259;A10123;Russenzöpfli;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2015
260;A10124;Kirschenstange;2.4;2.4;1;0;2.4;2.4;100;0.02;KW40.xlsx;2015
261;A10126;Apfel im Schlafrock;4.8;4.8;2;0;2.4;4.8;100;0.03;KW40.xlsx;2015
262;A10130;Vanillekreuz;7.2;7.2;3;0;2.4;7.2;100;0.05;KW40.xlsx;2015
264;A10000;Küche;1'458.30;1'458.30;13;0;112.18;1'458.30;100;13.3;KW41.xlsx;2015
265;A10001;Favorite;3'343.00;3'343.00;440;0;7.6;3'343.00;100;30.49;KW41.xlsx;2015
266;A10002;Green;2'035.00;2'035.00;269;0;7.57;2'035.00;100;18.56;KW41.xlsx;2015
267;A10006;Menu Salat;266.5;266.5;173;0;1.54;266.5;100;2.43;KW41.xlsx;2015
268;A10007;Senf Mayo Ketschup;1.5;1.5;3;0;0.5;1.5;100;0.01;KW41.xlsx;2015
269;A10012;Kitchen 2;692;692;64;0;10.81;692;100;6.31;KW41.xlsx;2015
270;A10014;Kitchen 4;1'248.00;1'248.00;97;0;12.87;1'248.00;100;11.38;KW41.xlsx;2015
271;A10020;Local 0;1'299.00;1'299.00;170;0;7.64;1'299.00;100;11.85;KW41.xlsx;2015
272;A10030;Market;105.8;105.8;15;4.6;23.01;105.8;100;0.96;KW41.xlsx;2015
273;A10040;Garden;191.6;191.6;29;8.29;23.1;191.6;100;1.75;KW41.xlsx;2015
274;A10060;Frucht -.70;0.7;0.7;1;0;0.7;0.7;100;0.01;KW41.xlsx;2015
275;A10063;Frucht 1.00;4;4;4;0;1;4;100;0.04;KW41.xlsx;2015
276;A10072;Schichtjoghurt;9;9;3;0;3;9;100;0.08;KW41.xlsx;2015
277;A10073;Saisonfrüchte geschnitten;10.5;10.5;3;0;3.5;10.5;100;0.1;KW41.xlsx;2015
278;A10100;Gipfel;1.5;1.5;1;0;1.5;1.5;100;0.01;KW41.xlsx;2015
279;A10101;Ragusa-Gipfel ;4.8;4.8;2;0;2.4;4.8;100;0.04;KW41.xlsx;2015
280;A10103;Vanille-Gipfel;2.4;2.4;1;0;2.4;2.4;100;0.02;KW41.xlsx;2015
281;A10110;Sonnenblumenbrötli;1.7;1.7;1;0;1.7;1.7;100;0.02;KW41.xlsx;2015
282;A10113;Mandelbrötli ;1.7;1.7;1;0;1.7;1.7;100;0.02;KW41.xlsx;2015
283;A10121;Mandelschnecke ;9.6;9.6;4;0;2.4;9.6;100;0.09;KW41.xlsx;2015
284;A10122;Nussbrille;2.4;2.4;1;0;2.4;2.4;100;0.02;KW41.xlsx;2015
