ID;Kalenderwoche;Artikel;;;;;Bruttobetrag;Nettobetrag;;;Verkaufte StÅcke;Gewicht verkauft;;Durchschnittlicher Preis;;;;Rabattierter Betrag;Durchschnittlicher Rabatt;Referenzbetrag;;;;Ref %;;Tot %Umsatz;Jahr
599;46;A10108;Laugenbrezel mit Butter;;;;13.40;13.40;;;6;;;2.23;;;;0.00;0.00;13.40;;;;100.00;;0.12;2015
600;46;A10112;Maisbrîtli;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.01;2015
601;46;A10114;Fitnessbrîtli ;;;;3.40;3.40;;;2;;;1.70;;;;0.00;0.00;3.40;;;;100.00;;0.03;2015
602;46;A10119;Studentenschnitte ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
603;46;A10120;Mandelbrezel ;;;;7.70;7.70;;;3;;;2.57;;;;0.00;0.00;7.70;;;;100.00;;0.07;2015
604;46;A10121;Mandelschnecke ;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
605;46;A10122;Nussbrille;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
606;46;A10124;Kirschenstange;;;;5.30;5.30;;;2;;;2.65;;;;0.00;0.00;5.30;;;;100.00;;0.05;2015
607;46;A10125;Nussstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
608;46;A10127;Aprikosenplunder;;;;2.90;2.90;;;1;;;2.90;;;;0.00;0.00;2.90;;;;100.00;;0.03;2015
609;46;A10129;Aprikosen-Bîgli;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
610;46;A10130;Vanillekreuz;;;;7.70;7.70;;;3;;;2.57;;;;0.00;0.00;7.70;;;;100.00;;0.07;2015
611;46;A10135;WÑhe;;;;20.50;20.50;;;5;;;4.10;;;;0.00;0.00;20.50;;;;100.00;;0.18;2015
612;46;A10136;Muffin;;;;2.50;2.50;;;1;;;2.50;;;;0.00;0.00;2.50;;;;100.00;;0.02;2015
613;46;A10144;TrockengebÑck 100g verpackt;;;;8.80;8.80;;;4;;;2.20;;;;0.00;0.00;8.80;;;;100.00;;0.08;2015
614;46;A10148;Fruchttîrtli;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
615;46;A10161;Muffin gross;;;;3.00;3.00;;;1;;;3.00;;;;0.00;0.00;3.00;;;;100.00;;0.03;2015
616;46;A10162;Bienenstich;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
617;46;A10200;BirchermÅesli Classic;;;;38.40;38.40;;;12;;;3.20;;;;0.00;0.00;38.40;;;;100.00;;0.34;2015
618;46;A10410;Sandwich Milano;;;;28.00;28.00;;;7;;;4.00;;;;0.00;0.00;28.00;;;;100.00;;0.25;2015
619;46;A10411;Sandwich Power Ham;;;;8.00;8.00;;;2;;;4.00;;;;0.00;0.00;8.00;;;;100.00;;0.07;2015
620;46;A10413;Sandwich Start Your Day;;;;22.50;22.50;;;5;;;4.50;;;;0.00;0.00;22.50;;;;100.00;;0.20;2015
621;46;A10414;Sandwich Ham & Cheese;;;;16.50;16.50;;;3;;;5.50;;;;0.00;0.00;16.50;;;;100.00;;0.14;2015
622;46;A10415;Sandwich Turkey;;;;27.50;27.50;;;5;;;5.50;;;;0.00;0.00;27.50;;;;100.00;;0.24;2015
623;46;A10416;Sandwich Ticinese;;;;42.00;42.00;;;7;;;6.00;;;;0.00;0.00;42.00;;;;100.00;;0.37;2015
624;46;A10430;Bagel Sandwich Fisherman's Catch;;;;16.50;16.50;;;3;;;5.50;;;;0.00;0.00;16.50;;;;100.00;;0.14;2015
625;46;A10450;Sandwich Laugenkaiser;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
626;46;A10451;Sandwich Bauette;;;;30.00;30.00;;;6;;;5.00;;;;0.00;0.00;30.00;;;;100.00;;0.26;2015
627;47;A10000;KÅche;;;;40.30;40.30;;;8;;;5.04;;;;0.00;0.00;40.30;;;;100.00;;0.36;2015
628;47;A10001;Favorite;;;;3'458.00;3'458.00;;;445;;;7.77;;;;0.00;0.00;3'458.00;;;;100.00;;31.19;2015
629;47;A10002;Green;;;;2'667.00;2'667.00;;;355;;;7.51;;;;0.00;0.00;2'667.00;;;;100.00;;24.06;2015
630;47;A10005;Menu Suppe;;;;31.50;31.50;;;21;;;1.50;;;;0.00;0.00;31.50;;;;100.00;;0.28;2015
631;47;A10006;Menu Salat;;;;237.00;237.00;;;154;;;1.54;;;;0.00;0.00;237.00;;;;100.00;;2.14;2015
632;47;A10007;Senf Mayo Ketschup;;;;1.00;1.00;;;2;;;0.50;;;;0.00;0.00;1.00;;;;100.00;;0.01;2015
633;47;A10008;GemÅseportion;;;;4.50;4.50;;;3;;;1.50;;;;0.00;0.00;4.50;;;;100.00;;0.04;2015
634;47;A10012;Kitchen 2;;;;195.00;195.00;;;18;;;10.83;;;;0.00;0.00;195.00;;;;100.00;;1.76;2015
635;47;A10013;Kitchen 3;;;;784.00;784.00;;;65;;;12.06;;;;0.00;0.00;784.00;;;;100.00;;7.07;2015
636;47;A10014;Kitchen 4;;;;1'181.00;1'181.00;;;92;;;12.84;;;;0.00;0.00;1'181.00;;;;100.00;;10.65;2015
637;47;A10020;Local 0;;;;1'701.00;1'701.00;;;223;;;7.63;;;;0.00;0.00;1'701.00;;;;100.00;;15.34;2015
638;47;A10024;Local 4;;;;12.00;12.00;;;1;;;12.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
639;47;A10030;Market;;;;208.60;208.60;;;30;9.05;;23.05;;;;0.00;0.00;208.60;;;;100.00;;1.88;2015
640;47;A10040;Garden;;;;142.60;142.60;;;21;6.17;;23.12;;;;0.00;0.00;142.60;;;;100.00;;1.29;2015
641;47;A10060;Frucht -.70;;;;1.40;1.40;;;2;;;0.70;;;;0.00;0.00;1.40;;;;100.00;;0.01;2015
642;47;A10061;Frucht -.80;;;;0.80;0.80;;;1;;;0.80;;;;0.00;0.00;0.80;;;;100.00;;0.01;2015
643;47;A10063;Frucht 1.00;;;;5.00;5.00;;;5;;;1.00;;;;0.00;0.00;5.00;;;;100.00;;0.05;2015
644;47;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
645;47;A10072;Schichtjoghurt;;;;3.00;3.00;;;1;;;3.00;;;;0.00;0.00;3.00;;;;100.00;;0.03;2015
646;47;A10073;SaisonfrÅchte geschnitten;;;;17.50;17.50;;;5;;;3.50;;;;0.00;0.00;17.50;;;;100.00;;0.16;2015
647;47;A10101;Ragusa-Gipfel ;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
648;47;A10103;Vanille-Gipfel;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
649;47;A10104;Schoggi-Gipfel ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
650;47;A10108;Laugenbrezel mit Butter;;;;6.60;6.60;;;3;;;2.20;;;;0.00;0.00;6.60;;;;100.00;;0.06;2015
651;47;A10112;Maisbrîtli;;;;3.40;3.40;;;2;;;1.70;;;;0.00;0.00;3.40;;;;100.00;;0.03;2015
652;47;A10116;Semmel ;;;;1.40;1.40;;;1;;;1.40;;;;0.00;0.00;1.40;;;;100.00;;0.01;2015
653;47;A10119;Studentenschnitte ;;;;10.10;10.10;;;4;;;2.53;;;;0.00;0.00;10.10;;;;100.00;;0.09;2015
654;47;A10120;Mandelbrezel ;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
655;47;A10121;Mandelschnecke ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
656;47;A10122;Nussbrille;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
657;47;A10123;Russenzîpfli;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
658;47;A10124;Kirschenstange;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
659;47;A10126;Apfel im Schlafrock;;;;10.10;10.10;;;4;;;2.53;;;;0.00;0.00;10.10;;;;100.00;;0.09;2015
660;47;A10127;Aprikosenplunder;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
661;47;A10128;Aprikosenjalousie;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
662;47;A10135;WÑhe;;;;4.40;4.40;;;1;;;4.40;;;;0.00;0.00;4.40;;;;100.00;;0.04;2015
663;47;A10136;Muffin;;;;7.50;7.50;;;3;;;2.50;;;;0.00;0.00;7.50;;;;100.00;;0.07;2015
664;47;A10144;TrockengebÑck 100g verpackt;;;;2.20;2.20;;;1;;;2.20;;;;0.00;0.00;2.20;;;;100.00;;0.02;2015
665;47;A10148;Fruchttîrtli;;;;9.60;9.60;;;4;;;2.40;;;;0.00;0.00;9.60;;;;100.00;;0.09;2015
666;47;A10162;Bienenstich;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
667;47;A10200;BirchermÅesli Classic;;;;22.90;22.90;;;7;;;3.27;;;;0.00;0.00;22.90;;;;100.00;;0.21;2015
668;47;A10410;Sandwich Milano;;;;20.00;20.00;;;5;;;4.00;;;;0.00;0.00;20.00;;;;100.00;;0.18;2015
669;47;A10411;Sandwich Power Ham;;;;16.00;16.00;;;4;;;4.00;;;;0.00;0.00;16.00;;;;100.00;;0.14;2015
670;47;A10412;Sandwich Gruyere;;;;8.00;8.00;;;2;;;4.00;;;;0.00;0.00;8.00;;;;100.00;;0.07;2015
671;47;A10413;Sandwich Start Your Day;;;;18.50;18.50;;;4;;;4.63;;;;0.00;0.00;18.50;;;;100.00;;0.17;2015
672;47;A10414;Sandwich Ham & Cheese;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
673;47;A10415;Sandwich Turkey;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.20;2015
674;47;A10416;Sandwich Ticinese;;;;49.00;49.00;;;8;;;6.13;;;;0.00;0.00;49.00;;;;100.00;;0.44;2015
675;47;A10417;Sandwich Softie;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
676;47;A10430;Bagel Sandwich Fisherman's Catch;;;;27.50;27.50;;;5;;;5.50;;;;0.00;0.00;27.50;;;;100.00;;0.25;2015
677;47;A10435;FB Sandwich Emmental;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
678;47;A10438;FB Sandwich Ham & Co;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
679;47;A10450;Sandwich Laugenkaiser;;;;12.00;12.00;;;3;;;4.00;;;;0.00;0.00;12.00;;;;100.00;;0.11;2015
680;47;A10451;Sandwich Bauette;;;;60.00;60.00;;;12;;;5.00;;;;0.00;0.00;60.00;;;;100.00;;0.54;2015
681;47;L19200;Sandwich offen;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.04;2015
682;48;A10000;KÅche;;;;77.30;77.30;;;20;;;3.87;;;;0.00;0.00;77.30;;;;100.00;;0.70;2015
683;48;A10001;Favorite;;;;4'392.00;4'392.00;;;564;;;7.79;;;;0.00;0.00;4'392.00;;;;100.00;;39.73;2015
684;48;A10002;Green;;;;2'348.00;2'348.00;;;310;;;7.57;;;;0.00;0.00;2'348.00;;;;100.00;;21.24;2015
685;48;A10004;Brot StÅck;;;;0.30;0.30;;;1;;;0.30;;;;0.00;0.00;0.30;;;;100.00;;0.00;2015
686;48;A10005;Menu Suppe;;;;37.00;37.00;;;24;;;1.54;;;;0.00;0.00;37.00;;;;100.00;;0.33;2015
687;48;A10006;Menu Salat;;;;267.00;267.00;;;170;;;1.57;;;;0.00;0.00;267.00;;;;100.00;;2.42;2015
688;48;A10007;Senf Mayo Ketschup;;;;2.50;2.50;;;5;;;0.50;;;;0.00;0.00;2.50;;;;100.00;;0.02;2015
689;48;A10011;Kitchen 1;;;;555.00;555.00;;;58;;;9.57;;;;0.00;0.00;555.00;;;;100.00;;5.02;2015
690;48;A10012;Kitchen 2;;;;367.00;367.00;;;34;;;10.79;;;;0.00;0.00;367.00;;;;100.00;;3.32;2015
691;48;A10013;Kitchen 3;;;;469.00;469.00;;;39;;;12.03;;;;0.00;0.00;469.00;;;;100.00;;4.24;2015
692;48;A10020;Local 0;;;;1'652.00;1'652.00;;;215;;;7.68;;;;0.00;0.00;1'652.00;;;;100.00;;14.95;2015
693;48;A10030;Market;;;;334.20;334.20;;;43;14.43;;23.16;;;;0.00;0.00;334.20;;;;100.00;;3.02;2015
694;48;A10040;Garden;;;;114.20;114.20;;;14;4.97;;23.00;;;;0.00;0.00;114.20;;;;100.00;;1.03;2015
695;48;A10061;Frucht -.80;;;;2.40;2.40;;;3;;;0.80;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
696;48;A10063;Frucht 1.00;;;;8.00;8.00;;;8;;;1.00;;;;0.00;0.00;8.00;;;;100.00;;0.07;2015
697;48;A100700;Yogi;;;;1.60;1.60;;;1;;;1.60;;;;0.00;0.00;1.60;;;;100.00;;0.01;2015
698;48;A10072;Schichtjoghurt;;;;3.00;3.00;;;1;;;3.00;;;;0.00;0.00;3.00;;;;100.00;;0.03;2015
699;48;A10073;SaisonfrÅchte geschnitten;;;;24.50;24.50;;;7;;;3.50;;;;0.00;0.00;24.50;;;;100.00;;0.22;2015
700;48;A10074;Milchreis;;;;4.60;4.60;;;2;;;2.30;;;;0.00;0.00;4.60;;;;100.00;;0.04;2015
701;48;A10101;Ragusa-Gipfel ;;;;9.60;9.60;;;4;;;2.40;;;;0.00;0.00;9.60;;;;100.00;;0.09;2015
702;48;A10103;Vanille-Gipfel;;;;2.90;2.90;;;1;;;2.90;;;;0.00;0.00;2.90;;;;100.00;;0.03;2015
703;48;A10108;Laugenbrezel mit Butter;;;;11.00;11.00;;;5;;;2.20;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
704;48;A10110;Sonnenblumenbrîtli;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
705;48;A10112;Maisbrîtli;;;;5.10;5.10;;;3;;;1.70;;;;0.00;0.00;5.10;;;;100.00;;0.05;2015
706;48;A10114;Fitnessbrîtli ;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.02;2015
707;48;A10119;Studentenschnitte ;;;;9.60;9.60;;;4;;;2.40;;;;0.00;0.00;9.60;;;;100.00;;0.09;2015
708;48;A10120;Mandelbrezel ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
709;48;A10121;Mandelschnecke ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
710;48;A10122;Nussbrille;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
711;48;A10123;Russenzîpfli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
712;48;A10124;Kirschenstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
713;48;A10126;Apfel im Schlafrock;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
714;48;A10127;Aprikosenplunder;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
715;48;A10128;Aprikosenjalousie;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
716;48;A10129;Aprikosen-Bîgli;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
717;48;A10130;Vanillekreuz;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.07;2015
718;48;A10131;Vanille/Apfelstange;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
719;48;A10135;WÑhe;;;;23.40;23.40;;;6;;;3.90;;;;0.00;0.00;23.40;;;;100.00;;0.21;2015
720;48;A10136;Muffin;;;;2.50;2.50;;;1;;;2.50;;;;0.00;0.00;2.50;;;;100.00;;0.02;2015
721;48;A10144;TrockengebÑck 100g verpackt;;;;2.20;2.20;;;1;;;2.20;;;;0.00;0.00;2.20;;;;100.00;;0.02;2015
722;48;A10148;Fruchttîrtli;;;;20.20;20.20;;;8;;;2.53;;;;0.00;0.00;20.20;;;;100.00;;0.18;2015
723;48;A10160;Snacks;;;;2.50;2.50;;;1;;;2.50;;;;0.00;0.00;2.50;;;;100.00;;0.02;2015
724;48;A10200;BirchermÅesli Classic;;;;38.90;38.90;;;12;;;3.24;;;;0.00;0.00;38.90;;;;100.00;;0.35;2015
725;48;A10409;Sandwich Appenzell;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
726;48;A10410;Sandwich Milano;;;;20.00;20.00;;;5;;;4.00;;;;0.00;0.00;20.00;;;;100.00;;0.18;2015
727;48;A10411;Sandwich Power Ham;;;;24.50;24.50;;;6;;;4.08;;;;0.00;0.00;24.50;;;;100.00;;0.22;2015
728;48;A10414;Sandwich Ham & Cheese;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
729;48;A10415;Sandwich Turkey;;;;44.00;44.00;;;8;;;5.50;;;;0.00;0.00;44.00;;;;100.00;;0.40;2015
730;48;A10416;Sandwich Ticinese;;;;24.50;24.50;;;4;;;6.13;;;;0.00;0.00;24.50;;;;100.00;;0.22;2015
731;48;A10430;Bagel Sandwich Fisherman's Catch;;;;22.50;22.50;;;4;;;5.63;;;;0.00;0.00;22.50;;;;100.00;;0.20;2015
732;48;A10438;FB Sandwich Ham & Co;;;;33.00;33.00;;;6;;;5.50;;;;0.00;0.00;33.00;;;;100.00;;0.30;2015
733;48;A10450;Sandwich Laugenkaiser;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.04;2015
734;48;A10451;Sandwich Bauette;;;;45.50;45.50;;;9;;;5.06;;;;0.00;0.00;45.50;;;;100.00;;0.41;2015
735;49;A10000;KÅche;;;;1'021.90;1'021.90;;;42;;;24.33;;;;0.00;0.00;1'021.90;;;;100.00;;8.49;2015
736;49;A10001;Favorite;;;;3'895.00;3'895.00;;;499;;;7.81;;;;0.00;0.00;3'895.00;;;;100.00;;32.36;2015
737;49;A10002;Green;;;;2'390.00;2'390.00;;;318;;;7.52;;;;0.00;0.00;2'390.00;;;;100.00;;19.86;2015
738;49;A100039;Portion Pommes;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
739;49;A10005;Menu Suppe;;;;34.50;34.50;;;23;;;1.50;;;;0.00;0.00;34.50;;;;100.00;;0.29;2015
740;49;A10006;Menu Salat;;;;260.50;260.50;;;165;;;1.58;;;;0.00;0.00;260.50;;;;100.00;;2.16;2015
741;49;A10007;Senf Mayo Ketschup;;;;1.50;1.50;;;3;;;0.50;;;;0.00;0.00;1.50;;;;100.00;;0.01;2015
742;49;A10008;GemÅseportion;;;;3.00;3.00;;;2;;;1.50;;;;0.00;0.00;3.00;;;;100.00;;0.02;2015
743;49;A10011;Kitchen 1;;;;367.00;367.00;;;38;;;9.66;;;;0.00;0.00;367.00;;;;100.00;;3.05;2015
744;49;A10012;Kitchen 2;;;;418.00;418.00;;;38;;;11.00;;;;0.00;0.00;418.00;;;;100.00;;3.47;2015
745;49;A10013;Kitchen 3;;;;318.00;318.00;;;26;;;12.23;;;;0.00;0.00;318.00;;;;100.00;;2.64;2015
746;49;A10014;Kitchen 4;;;;478.00;478.00;;;37;;;12.92;;;;0.00;0.00;478.00;;;;100.00;;3.97;2015
747;49;A10020;Local 0;;;;1'737.00;1'737.00;;;226;;;7.69;;;;0.00;0.00;1'737.00;;;;100.00;;14.43;2015
748;49;A10030;Market;;;;238.90;238.90;;;31;10.34;;23.10;;;;0.00;0.00;238.90;;;;100.00;;1.98;2015
749;49;A10040;Garden;;;;167.60;167.60;;;25;7.28;;23.02;;;;0.00;0.00;167.60;;;;100.00;;1.39;2015
750;49;A10063;Frucht 1.00;;;;142.00;142.00;;;142;;;1.00;;;;0.00;0.00;142.00;;;;100.00;;1.18;2015
751;49;A100700;Yogi;;;;1.80;1.80;;;1;;;1.80;;;;0.00;0.00;1.80;;;;100.00;;0.01;2015
752;49;A10072;Schichtjoghurt;;;;6.00;6.00;;;2;;;3.00;;;;0.00;0.00;6.00;;;;100.00;;0.05;2015
753;49;A10073;SaisonfrÅchte geschnitten;;;;14.00;14.00;;;4;;;3.50;;;;0.00;0.00;14.00;;;;100.00;;0.12;2015
754;49;A10100;Gipfel;;;;7.80;7.80;;;6;;;1.30;;;;0.00;0.00;7.80;;;;100.00;;0.06;2015
755;49;A10101;Ragusa-Gipfel ;;;;16.80;16.80;;;7;;;2.40;;;;0.00;0.00;16.80;;;;100.00;;0.14;2015
756;49;A10103;Vanille-Gipfel;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
757;49;A10108;Laugenbrezel mit Butter;;;;11.00;11.00;;;5;;;2.20;;;;0.00;0.00;11.00;;;;100.00;;0.09;2015
758;49;A10114;Fitnessbrîtli ;;;;1.70;1.70;;;1;;;1.70;;;;0.00;0.00;1.70;;;;100.00;;0.01;2015
759;49;A10116;Semmel ;;;;8.40;8.40;;;6;;;1.40;;;;0.00;0.00;8.40;;;;100.00;;0.07;2015
760;49;A10119;Studentenschnitte ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
761;49;A10120;Mandelbrezel ;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
762;49;A10123;Russenzîpfli;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
763;49;A10126;Apfel im Schlafrock;;;;5.80;5.80;;;2;;;2.90;;;;0.00;0.00;5.80;;;;100.00;;0.05;2015
764;49;A10128;Aprikosenjalousie;;;;2.40;2.40;;;1;;;2.40;;;;0.00;0.00;2.40;;;;100.00;;0.02;2015
765;49;A10130;Vanillekreuz;;;;8.20;8.20;;;3;;;2.73;;;;0.00;0.00;8.20;;;;100.00;;0.07;2015
766;49;A10135;WÑhe;;;;23.90;23.90;;;6;;;3.98;;;;0.00;0.00;23.90;;;;100.00;;0.20;2015
767;49;A10136;Muffin;;;;17.50;17.50;;;7;;;2.50;;;;0.00;0.00;17.50;;;;100.00;;0.15;2015
768;49;A10144;TrockengebÑck 100g verpackt;;;;16.40;16.40;;;7;;;2.34;;;;0.00;0.00;16.40;;;;100.00;;0.14;2015
769;49;A10148;Fruchttîrtli;;;;7.20;7.20;;;3;;;2.40;;;;0.00;0.00;7.20;;;;100.00;;0.06;2015
770;49;A10162;Bienenstich;;;;4.80;4.80;;;2;;;2.40;;;;0.00;0.00;4.80;;;;100.00;;0.04;2015
771;49;A10200;BirchermÅesli Classic;;;;38.40;38.40;;;12;;;3.20;;;;0.00;0.00;38.40;;;;100.00;;0.32;2015
772;49;A10409;Sandwich Appenzell;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.09;2015
773;49;A10410;Sandwich Milano;;;;49.00;49.00;;;12;;;4.08;;;;0.00;0.00;49.00;;;;100.00;;0.41;2015
774;49;A10411;Sandwich Power Ham;;;;8.50;8.50;;;2;;;4.25;;;;0.00;0.00;8.50;;;;100.00;;0.07;2015
775;49;A10412;Sandwich Gruyere;;;;8.00;8.00;;;2;;;4.00;;;;0.00;0.00;8.00;;;;100.00;;0.07;2015
776;49;A10414;Sandwich Ham & Cheese;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.18;2015
777;49;A10415;Sandwich Turkey;;;;44.50;44.50;;;8;;;5.56;;;;0.00;0.00;44.50;;;;100.00;;0.37;2015
778;49;A10416;Sandwich Ticinese;;;;49.50;49.50;;;8;;;6.19;;;;0.00;0.00;49.50;;;;100.00;;0.41;2015
779;49;A10422;Sandwich Turkey Classic;;;;6.50;6.50;;;1;;;6.50;;;;0.00;0.00;6.50;;;;100.00;;0.05;2015
780;49;A10427;Bagel Sandwich Tandoori;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
781;49;A10430;Bagel Sandwich Fisherman's Catch;;;;49.50;49.50;;;9;;;5.50;;;;0.00;0.00;49.50;;;;100.00;;0.41;2015
782;49;A10432;Bagel Sandwich Turkey Classic;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
783;49;A10433;Bagel Sandwich Vegi Luxus;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
784;49;A10435;FB Sandwich Emmental;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
785;49;A10438;FB Sandwich Ham & Co;;;;22.00;22.00;;;4;;;5.50;;;;0.00;0.00;22.00;;;;100.00;;0.18;2015
786;49;A10440;FB Sandwich Hammer Ham;;;;5.50;5.50;;;1;;;5.50;;;;0.00;0.00;5.50;;;;100.00;;0.05;2015
787;49;A10450;Sandwich Laugenkaiser;;;;4.00;4.00;;;1;;;4.00;;;;0.00;0.00;4.00;;;;100.00;;0.03;2015
788;49;A10451;Sandwich Bauette;;;;46.00;46.00;;;9;;;5.11;;;;0.00;0.00;46.00;;;;100.00;;0.38;2015
789;50;A10000;KÅche;;;;42.30;42.30;;;9;;;4.70;;;;0.00;0.00;42.30;;;;100.00;;0.40;2015
790;50;A10001;Favorite;;;;3'777.00;3'777.00;;;485;;;7.79;;;;0.00;0.00;3'777.00;;;;100.00;;35.66;2015
791;50;A10002;Green;;;;2'740.00;2'740.00;;;362;;;7.57;;;;0.00;0.00;2'740.00;;;;100.00;;25.87;2015
792;50;A100039;Portion Pommes;;;;11.00;11.00;;;2;;;5.50;;;;0.00;0.00;11.00;;;;100.00;;0.10;2015
793;50;A10005;Menu Suppe;;;;43.50;43.50;;;29;;;1.50;;;;0.00;0.00;43.50;;;;100.00;;0.41;2015
794;50;A10006;Menu Salat;;;;211.50;211.50;;;131;;;1.61;;;;0.00;0.00;211.50;;;;100.00;;2.00;2015
795;50;A10007;Senf Mayo Ketschup;;;;9.50;9.50;;;19;;;0.50;;;;0.00;0.00;9.50;;;;100.00;;0.09;2015
796;50;A10008;GemÅseportion;;;;1.50;1.50;;;1;;;1.50;;;;0.00;0.00;1.50;;;;100.00;;0.01;2015
797;50;A10011;Kitchen 1;;;;103.00;103.00;;;11;;;9.36;;;;0.00;0.00;103.00;;;;100.00;;0.97;2015
798;50;A10013;Kitchen 3;;;;542.00;542.00;;;46;;;11.78;;;;0.00;0.00;542.00;;;;100.00;;5.12;2015
