Artikel,name,Bruttobetrag,Nettobetrag,Verkaufte Stücke,Gewicht verkauft,Durchschnittlicher Preis,Rabattierter Betrag,Durchschnittlicher Rabatt,Referenzbetrag,Ref %,Tot %Umsatz,source,year
A10000,Küche,16.3,16.3,3,NA,5.43,0,0,16.3,100,0.73,02.11.csv,2015
A10001,Favorite,552,552,73,NA,7.56,0,0,552,100,24.85,02.11.csv,2015
A10002,Green,624,624,83,NA,7.52,0,0,624,100,28.09,02.11.csv,2015
A10004,Brot Stück,0.3,0.3,1,NA,0.3,0,0,0.3,100,0.01,02.11.csv,2015
A10005,Menu Suppe,7.5,7.5,5,NA,1.5,0,0,7.5,100,0.34,02.11.csv,2015
A10006,Menu Salat,108.5,108.5,69,NA,1.57,0,0,108.5,100,4.88,02.11.csv,2015
A10011,Kitchen 1,254,254,26,NA,9.77,0,0,254,100,11.43,02.11.csv,2015
A10013,Kitchen 3,100,100,8,NA,12.5,0,0,100,100,4.5,02.11.csv,2015
A10020,Local 0,418,418,56,NA,7.46,0,0,418,100,18.82,02.11.csv,2015
A10030,Market,39.8,39.8,5,1.692,23.52,0,0,39.8,100,1.79,02.11.csv,2015
A10040,Garden,40,40,6,1.74,22.99,0,0,40,100,1.8,02.11.csv,2015
A10063,Frucht 1.00,1,1,1,NA,1,0,0,1,100,0.05,02.11.csv,2015
A10070,Yogurt 150g,2.1,2.1,1,NA,2.1,0,0,2.1,100,0.09,02.11.csv,2015
A10072,Schichtjoghurt,3,3,1,NA,3,0,0,3,100,0.14,02.11.csv,2015
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0,0,7,100,0.32,02.11.csv,2015
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,02.11.csv,2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,02.11.csv,2015
A10119,Studentenschnitte ,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.13,02.11.csv,2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0,0,7.8,100,0.35,02.11.csv,2015
A10411,Sandwich Power Ham,4,4,1,NA,4,0,0,4,100,0.18,02.11.csv,2015
A10413,Sandwich Start Your Day,5,5,1,NA,5,0,0,5,100,0.23,02.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.27,02.11.csv,2015
A10425,Sandwich Italien,12.5,12.5,2,NA,6.25,0,0,12.5,100,0.56,02.11.csv,2015
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.23,02.11.csv,2015
Total Gruppe,NA,2221.5,2221.5,351,3.432,6.33,0,0,2221.5,NA,100,02.11.csv,2015
A10000,Küche,10.3,10.3,1,NA,10.3,0,0,10.3,100,0.42,03.11.csv,2015
A10001,Favorite,716,716,93,NA,7.7,0,0,716,100,29.14,03.11.csv,2015
A10002,Green,775,775,103,NA,7.52,0,0,775,100,31.54,03.11.csv,2015
A10005,Menu Suppe,19.5,19.5,13,NA,1.5,0,0,19.5,100,0.79,03.11.csv,2015
A10006,Menu Salat,83,83,54,NA,1.54,0,0,83,100,3.38,03.11.csv,2015
A10007,Senf Mayo Ketschup,1,1,2,NA,0.5,0,0,1,100,0.04,03.11.csv,2015
A10011,Kitchen 1,310,310,32,NA,9.69,0,0,310,100,12.62,03.11.csv,2015
A10020,Local 0,295,295,39,NA,7.56,0,0,295,100,12.01,03.11.csv,2015
A10030,Market,100.3,100.3,14,4.358,23.02,0,0,100.3,100,4.08,03.11.csv,2015
A10040,Garden,57.9,57.9,7,2.514,23.03,0,0,57.9,100,2.36,03.11.csv,2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0,0,0.8,100,0.03,03.11.csv,2015
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.08,03.11.csv,2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.14,03.11.csv,2015
A10135,Wähe,11.7,11.7,3,NA,3.9,0,0,11.7,100,0.48,03.11.csv,2015
A10144,Trockengebäck 100g verpackt,11.5,11.5,5,NA,2.3,0,0,11.5,100,0.47,03.11.csv,2015
A10200,Birchermüesli Classic,3.2,3.2,1,NA,3.2,0,0,3.2,100,0.13,03.11.csv,2015
A10410,Sandwich Milano,12,12,3,NA,4,0,0,12,100,0.49,03.11.csv,2015
A10415,Sandwich Turkey,6,6,1,NA,6,0,0,6,100,0.24,03.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.24,03.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,03.11.csv,2015
A10438,FB Sandwich Ham & Co,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,03.11.csv,2015
A10441,FB Sandwich Ham & Cheese,11,11,2,NA,5.5,0,0,11,100,0.45,03.11.csv,2015
A10442,FB Sandwich Neptun,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.22,03.11.csv,2015
A10451,Sandwich Bauette,5,5,1,NA,5,0,0,5,100,0.2,03.11.csv,2015
Total Gruppe,NA,2457.2,2457.2,382,6.872,6.43,0,0,2457.2,NA,100,03.11.csv,2015
A10000,Küche,22.6,22.6,2,NA,11.3,0,0,22.6,100,0.94,04.11.csv,2015
A10001,Favorite,897,897,117,NA,7.67,0,0,897,100,37.26,04.11.csv,2015
A10002,Green,520,520,67,NA,7.76,0,0,520,100,21.6,04.11.csv,2015
A10005,Menu Suppe,1.5,1.5,1,NA,1.5,0,0,1.5,100,0.06,04.11.csv,2015
A10006,Menu Salat,48,48,32,NA,1.5,0,0,48,100,1.99,04.11.csv,2015
A10007,Senf Mayo Ketschup,2,2,4,NA,0.5,0,0,2,100,0.08,04.11.csv,2015
A10011,Kitchen 1,119,119,12,NA,9.92,0,0,119,100,4.94,04.11.csv,2015
A10013,Kitchen 3,282,282,24,NA,11.75,0,0,282,100,11.71,04.11.csv,2015
A10020,Local 0,316,316,42,NA,7.52,0,0,316,100,13.12,04.11.csv,2015
A10030,Market,54.3,54.3,8,2.358,23.03,0,0,54.3,100,2.26,04.11.csv,2015
A10040,Garden,32.6,32.6,5,1.418,22.99,0,0,32.6,100,1.35,04.11.csv,2015
A10074,Milchreis,2.3,2.3,1,NA,2.3,0,0,2.3,100,0.1,04.11.csv,2015
A10100,Gipfel,1.3,1.3,1,NA,1.3,0,0,1.3,100,0.05,04.11.csv,2015
A10101,Ragusa-Gipfel ,7.2,7.2,3,NA,2.4,0,0,7.2,100,0.3,04.11.csv,2015
A10121,Mandelschnecke ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.1,04.11.csv,2015
A10135,Wähe,3.9,3.9,1,NA,3.9,0,0,3.9,100,0.16,04.11.csv,2015
A10144,Trockengebäck 100g verpackt,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.18,04.11.csv,2015
A10148,Fruchttörtli,4.8,4.8,2,NA,2.4,0,0,4.8,100,0.2,04.11.csv,2015
A10200,Birchermüesli Classic,6.4,6.4,2,NA,3.2,0,0,6.4,100,0.27,04.11.csv,2015
A10410,Sandwich Milano,8,8,2,NA,4,0,0,8,100,0.33,04.11.csv,2015
A10413,Sandwich Start Your Day,4.5,4.5,1,NA,4.5,0,0,4.5,100,0.19,04.11.csv,2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.23,04.11.csv,2015
A10415,Sandwich Turkey,22,22,4,NA,5.5,0,0,22,100,0.91,04.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.23,04.11.csv,2015
A10442,FB Sandwich Neptun,11,11,2,NA,5.5,0,0,11,100,0.46,04.11.csv,2015
A10450,Sandwich Laugenkaiser,8,8,2,NA,4,0,0,8,100,0.33,04.11.csv,2015
A10451,Sandwich Bauette,15.5,15.5,3,NA,5.17,0,0,15.5,100,0.64,04.11.csv,2015
Total Gruppe,NA,2407.7,2407.7,343,3.776,7.02,0,0,2407.7,NA,100,04.11.csv,2015
A10000,Küche,10.8,10.8,3,NA,3.6,0,0,10.8,100,0.58,05.11.csv,2015
A10001,Favorite,547,547,70,NA,7.81,0,0,547,100,29.61,05.11.csv,2015
A10002,Green,394,394,53,NA,7.43,0,0,394,100,21.33,05.11.csv,2015
A10005,Menu Suppe,6,6,4,NA,1.5,0,0,6,100,0.32,05.11.csv,2015
A10006,Menu Salat,43.5,43.5,29,NA,1.5,0,0,43.5,100,2.35,05.11.csv,2015
A10014,Kitchen 4,102,102,8,NA,12.75,0,0,102,100,5.52,05.11.csv,2015
A10020,Local 0,448,448,59,NA,7.59,0,0,448,100,24.25,05.11.csv,2015
A10030,Market,53.9,53.9,8,2.342,23.01,0,0,53.9,100,2.92,05.11.csv,2015
A10040,Garden,93.4,93.4,12,3.934,23.74,0,0,93.4,100,5.06,05.11.csv,2015
A10072,Schichtjoghurt,6,6,2,NA,3,0,0,6,100,0.32,05.11.csv,2015
A10073,Saisonfrüchte geschnitten,3.5,3.5,1,NA,3.5,0,0,3.5,100,0.19,05.11.csv,2015
A10101,Ragusa-Gipfel ,7.7,7.7,3,NA,2.57,0,0,7.7,100,0.42,05.11.csv,2015
A10111,Schoggi Fair,2.2,2.2,1,NA,2.2,0,0,2.2,100,0.12,05.11.csv,2015
A10114,Fitnessbrötli ,1.7,1.7,1,NA,1.7,0,0,1.7,100,0.09,05.11.csv,2015
A10121,Mandelschnecke ,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.16,05.11.csv,2015
A10122,Nussbrille,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,05.11.csv,2015
A10130,Vanillekreuz,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.13,05.11.csv,2015
A10135,Wähe,7.8,7.8,2,NA,3.9,0,0,7.8,100,0.42,05.11.csv,2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,0.69,05.11.csv,2015
A10410,Sandwich Milano,12,12,3,NA,4,0,0,12,100,0.65,05.11.csv,2015
A10411,Sandwich Power Ham,8,8,2,NA,4,0,0,8,100,0.43,05.11.csv,2015
A10414,Sandwich Ham & Cheese,22.5,22.5,4,NA,5.63,0,0,22.5,100,1.22,05.11.csv,2015
A10415,Sandwich Turkey,16.5,16.5,3,NA,5.5,0,0,16.5,100,0.89,05.11.csv,2015
A10416,Sandwich Ticinese,19.5,19.5,3,NA,6.5,0,0,19.5,100,1.06,05.11.csv,2015
A10438,FB Sandwich Ham & Co,11,11,2,NA,5.5,0,0,11,100,0.6,05.11.csv,2015
A10451,Sandwich Bauette,10,10,2,NA,5,0,0,10,100,0.54,05.11.csv,2015
Total Gruppe,NA,1847.5,1847.5,282,6.276,6.55,0,0,1847.5,NA,100,05.11.csv,2015
A10000,Küche,43,43,6,NA,7.17,0,0,43,100,3.12,06.11.csv,2015
A10001,Favorite,398,398,51,NA,7.8,0,0,398,100,28.89,06.11.csv,2015
A10002,Green,287,287,39,NA,7.36,0,0,287,100,20.83,06.11.csv,2015
A10005,Menu Suppe,3,3,2,NA,1.5,0,0,3,100,0.22,06.11.csv,2015
A10006,Menu Salat,33,33,22,NA,1.5,0,0,33,100,2.4,06.11.csv,2015
A10007,Senf Mayo Ketschup,0.5,0.5,1,NA,0.5,0,0,0.5,100,0.04,06.11.csv,2015
A10014,Kitchen 4,417,417,33,NA,12.64,0,0,417,100,30.27,06.11.csv,2015
A10020,Local 0,119,119,16,NA,7.44,0,0,119,100,8.64,06.11.csv,2015
A10040,Garden,33.3,33.3,4,1.402,23.75,0,0,33.3,100,2.42,06.11.csv,2015
A10063,Frucht 1.00,2,2,2,NA,1,0,0,2,100,0.15,06.11.csv,2015
A100700,Yogi,1.6,1.6,1,NA,1.6,0,0,1.6,100,0.12,06.11.csv,2015
A10101,Ragusa-Gipfel ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10103,Vanille-Gipfel,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10123,Russenzöpfli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10126,Apfel im Schlafrock,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10127,Aprikosenplunder,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10128,Aprikosenjalousie,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10131,Vanille/Apfelstange,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10148,Fruchttörtli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.17,06.11.csv,2015
A10200,Birchermüesli Classic,3.7,3.7,1,NA,3.7,0,0,3.7,100,0.27,06.11.csv,2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.4,06.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.44,06.11.csv,2015
A10430,Bagel Sandwich Fisherman's Catch,6,6,1,NA,6,0,0,6,100,0.44,06.11.csv,2015
Total Gruppe,NA,1377.8,1377.8,189,1.402,7.29,0,0,1377.8,NA,100,06.11.csv,2015
A10000,Küche,26,26,7,NA,3.71,0,0,26,100,1.18,09.11.csv,2015
A10001,Favorite,945,945,121,NA,7.81,0,0,945,100,42.9,09.11.csv,2015
A10002,Green,684,684,91,NA,7.52,0,0,684,100,31.05,09.11.csv,2015
A10005,Menu Suppe,16.5,16.5,11,NA,1.5,0,0,16.5,100,0.75,09.11.csv,2015
A10006,Menu Salat,60.5,60.5,35,NA,1.73,0,0,60.5,100,2.75,09.11.csv,2015
A10012,Kitchen 2,271,271,25,NA,10.84,0,0,271,100,12.3,09.11.csv,2015
A10030,Market,48.5,48.5,6,2.11,22.99,0,0,48.5,100,2.2,09.11.csv,2015
A10040,Garden,38.8,38.8,6,1.688,22.99,0,0,38.8,100,1.76,09.11.csv,2015
A10061,Frucht -.80,0.8,0.8,1,NA,0.8,0,0,0.8,100,0.04,09.11.csv,2015
A10063,Frucht 1.00,4,4,4,NA,1,0,0,4,100,0.18,09.11.csv,2015
A10073,Saisonfrüchte geschnitten,7,7,2,NA,3.5,0,0,7,100,0.32,09.11.csv,2015
A10119,Studentenschnitte ,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,09.11.csv,2015
A10129,Aprikosen-Bögli,2.4,2.4,1,NA,2.4,0,0,2.4,100,0.11,09.11.csv,2015
A10130,Vanillekreuz,2.9,2.9,1,NA,2.9,0,0,2.9,100,0.13,09.11.csv,2015
A10135,Wähe,8.8,8.8,2,NA,4.4,0,0,8.8,100,0.4,09.11.csv,2015
A10144,Trockengebäck 100g verpackt,4.4,4.4,2,NA,2.2,0,0,4.4,100,0.2,09.11.csv,2015
A10200,Birchermüesli Classic,12.8,12.8,4,NA,3.2,0,0,12.8,100,0.58,09.11.csv,2015
A10410,Sandwich Milano,8,8,2,NA,4,0,0,8,100,0.36,09.11.csv,2015
A10413,Sandwich Start Your Day,13.5,13.5,3,NA,4.5,0,0,13.5,100,0.61,09.11.csv,2015
A10414,Sandwich Ham & Cheese,5.5,5.5,1,NA,5.5,0,0,5.5,100,0.25,09.11.csv,2015
A10415,Sandwich Turkey,11,11,2,NA,5.5,0,0,11,100,0.5,09.11.csv,2015
A10416,Sandwich Ticinese,6,6,1,NA,6,0,0,6,100,0.27,09.11.csv,2015
A10450,Sandwich Laugenkaiser,8,8,2,NA,4,0,0,8,100,0.36,09.11.csv,2015
A10451,Sandwich Bauette,15,15,3,NA,5,0,0,15,100,0.68,09.11.csv,2015
Total Gruppe,NA,2202.8,2202.8,334,3.798,6.6,0,0,2202.8,NA,100,09.11.csv,2015
A10000,Küche,64,64,13,NA,4.92,0,0,64,100,2.85,10.11.csv,2015
A10001,Favorite,783,783,101,NA,7.75,0,0,783,100,34.81,10.11.csv,2015
A10002,Green,610,610,80,NA,7.63,0,0,610,100,27.12,10.11.csv,2015
A10004,Brot Stück,0.6,0.6,2,NA,0.3,0,0,0.6,100,0.03,10.11.csv,2015
